gsid,index_no,station,district,year,month,days,utc_hour,rh
366,1030,Kathmandu Airport,Kathmandu,2017,7,7,3,75.4
366,1030,Kathmandu Airport,Kathmandu,2017,7,7,12,77.7
366,1030,Kathmandu Airport,Kathmandu,2017,7,8,3,88
366,1030,Kathmandu Airport,Kathmandu,2017,7,8,12,88.3
366,1030,Kathmandu Airport,Kathmandu,2017,7,9,3,93
366,1030,Kathmandu Airport,Kathmandu,2017,7,9,12,94.6
366,1030,Kathmandu Airport,Kathmandu,2017,7,10,3,91.3
366,1030,Kathmandu Airport,Kathmandu,2017,7,10,12,81.4
366,1030,Kathmandu Airport,Kathmandu,2017,7,11,3,86.1
366,1030,Kathmandu Airport,Kathmandu,2017,7,11,12,91.1
366,1030,Kathmandu Airport,Kathmandu,2017,7,12,3,90.9
366,1030,Kathmandu Airport,Kathmandu,2017,7,12,12,69.3
366,1030,Kathmandu Airport,Kathmandu,2017,7,13,3,76.7
366,1030,Kathmandu Airport,Kathmandu,2017,7,13,12,74.6
366,1030,Kathmandu Airport,Kathmandu,2017,7,14,3,76
366,1030,Kathmandu Airport,Kathmandu,2017,7,14,12,94.7
366,1030,Kathmandu Airport,Kathmandu,2017,7,15,3,89.3
366,1030,Kathmandu Airport,Kathmandu,2017,7,15,12,80.9
366,1030,Kathmandu Airport,Kathmandu,2017,7,16,3,84.8
366,1030,Kathmandu Airport,Kathmandu,2017,7,16,12,92.8
366,1030,Kathmandu Airport,Kathmandu,2017,7,17,3,84.5
366,1030,Kathmandu Airport,Kathmandu,2017,7,17,12,77
366,1030,Kathmandu Airport,Kathmandu,2017,7,18,3,86.9
366,1030,Kathmandu Airport,Kathmandu,2017,7,18,12,84.9
366,1030,Kathmandu Airport,Kathmandu,2017,7,19,3,80.4
366,1030,Kathmandu Airport,Kathmandu,2017,7,19,12,94.6
