datetime, Max, Min, Average,
08/12/2018 08,24.60000038,22.79999924,23.63499988, 
08/12/2018 09,25.20000076,24.20000076,24.87166675, 
08/12/2018 10,26.10000038,25,25.36833324, 
08/12/2018 11,26.79999924,25.70000076,26.24666672, 
08/12/2018 12,26.89999962,25.5,26.12333349, 
08/12/2018 13,25.60000038,23,23.71666689, 
08/12/2018 14,24.20000076,22.79999924,23.57333333, 
08/12/2018 15,26.29999924,24.29999924,25.50999994, 
08/12/2018 16,26,24.5,25.30166667, 
08/12/2018 17,24.5,22.70000076,23.43833338, 
08/12/2018 18,22.70000076,21.89999962,22.16833328, 
08/12/2018 19,22.20000076,22,22.11000042, 
08/12/2018 20,22.10000038,21.39999962,21.84333324, 
08/12/2018 21,21.39999962,21.20000076,21.29333334, 
08/12/2018 22,21.39999962,21.20000076,21.34166619, 
08/12/2018 23,21.5,21.29999924,21.33999939, 
08/13/2018 00,21.39999962,21.20000076,21.29999971, 
08/13/2018 01,21.20000076,21.10000038,21.19000072, 
08/13/2018 02,21.20000076,21,21.18333403, 
08/13/2018 03,21.39999962,21,21.20666672, 
08/13/2018 04,21.29999924,21.10000038,21.20833365, 
08/13/2018 05,21.29999924,21.10000038,21.20833375, 
08/13/2018 06,21.20000076,20.89999962,21.05166686, 
08/13/2018 07,21.20000076,21,21.1300005, 
08/13/2018 08,21.5,20.79999924,21.05999985, 
08/13/2018 09,22.89999962,21.39999962,21.94499992, 
08/13/2018 10,22.70000076,21.39999962,22.19833355, 
08/13/2018 11,22.60000038,21.39999962,21.91525408, 
08/13/2018 12,24.29999924,22.29999924,23.30166664, 
08/13/2018 13,27.5,24.39999962,26.11833318, 
08/13/2018 14,27.29999924,25.79999924,26.56333329, 
08/13/2018 15,27.39999962,25.79999924,26.36999976, 
08/13/2018 16,27.60000038,25.39999962,26.20333331, 
08/13/2018 17,25.5,24.20000076,24.80499989, 
08/13/2018 18,24.39999962,23.79999924,24.1716663, 
08/13/2018 19,23.79999924,23.10000038,23.4416667, 
08/13/2018 20,23.10000038,22.79999924,22.98666662, 
08/13/2018 21,23,22.70000076,22.86166623, 
08/13/2018 22,22.70000076,22.5,22.61666711, 
08/13/2018 23,22.60000038,22.39999962,22.53500013, 
08/14/2018 00,22.5,22.29999924,22.44833314, 
08/14/2018 01,22.5,22.20000076,22.41833318, 
08/14/2018 02,22.20000076,22.10000038,22.17666734, 
08/14/2018 03,22.10000038,21.70000076,21.96166693, 
08/14/2018 04,21.70000076,21.60000038,21.67666734, 
08/14/2018 05,21.5,21.20000076,21.27666648, 
08/14/2018 06,21.5,21.20000076,21.26500022, 
08/14/2018 07,22.29999924,21.5,21.85833352, 
08/14/2018 08,23.70000076,22.29999924,22.94666678, 
08/14/2018 09,24.70000076,23.20000076,24.0899999, 
08/14/2018 10,25.79999924,24.5,25.32499994, 
08/14/2018 11,27.20000076,25.79999924,26.50333338, 
08/14/2018 12,27.39999962,26.79999924,27.16666667, 
08/14/2018 13,28,26.70000076,27.43166644, 
08/14/2018 14,29.5,27.60000038,28.28666674, 
08/14/2018 15,29.5,28.5,28.77833344, 
08/14/2018 16,29,27.20000076,27.93499997, 
08/14/2018 17,27.39999962,26.39999962,27.0350001, 
08/14/2018 18,26.5,25.29999924,25.9166666, 
08/14/2018 19,25.29999924,24.29999924,24.79666672, 
08/14/2018 20,24.39999962,24.10000038,24.24000003, 
08/14/2018 21,24.20000076,24.10000038,24.17166732, 
08/14/2018 22,24.10000038,22.20000076,22.7733333, 
08/14/2018 23,22.29999924,21.89999962,22.06333348, 
08/15/2018 00,21.89999962,21.39999962,21.7066665, 
08/15/2018 01,21.39999962,20.60000038,21.08499966, 
08/15/2018 02,20.89999962,20.29999924,20.5583333, 
08/15/2018 03,20.20000076,19.89999962,20.03500013, 
08/15/2018 04,20.20000076,19.89999962,20.04000015, 
08/15/2018 05,20.29999924,20.10000038,20.2249999, 
08/15/2018 06,20.5,20.20000076,20.32166665, 
08/15/2018 07,21.89999962,20.39999962,21.11500015, 
08/15/2018 08,26.29999924,21.79999924,23.94666665, 
08/15/2018 09,26.60000038,25.39999962,25.7750001, 
08/15/2018 10,27.60000038,26.29999924,26.92711853, 
08/15/2018 11,28.39999962,27.39999962,27.77999996, 
08/15/2018 12,28.89999962,28,28.34333334, 
08/15/2018 13,29.60000038,28.39999962,28.98833332, 
08/15/2018 14,29.70000076,27.20000076,28.60833333, 
08/15/2018 15,28.70000076,27.29999924,27.88833329, 
08/15/2018 16,27.89999962,24.29999924,25.98499994, 
08/15/2018 17,24.60000038,23.79999924,24.08999974, 
08/15/2018 18,24,22,22.42000011, 
08/15/2018 19,22.29999924,21.89999962,22.03500004, 
08/15/2018 20,22.5,22.20000076,22.36166646, 
08/15/2018 21,22.39999962,22.10000038,22.19666684, 
08/15/2018 22,22.29999924,22.10000038,22.23500007, 
08/15/2018 23,22.39999962,22.10000038,22.22000008, 
08/16/2018 00,22.20000076,22.10000038,22.18500071, 
08/16/2018 01,22.10000038,21.89999962,21.96333319, 
08/16/2018 02,22.20000076,21.89999962,22.09666704, 
08/16/2018 03,22.20000076,21.89999962,21.98333327, 
08/16/2018 04,21.89999962,21.70000076,21.78999949, 
08/16/2018 05,22,21.89999962,21.9566665, 
08/16/2018 06,22.5,22,22.18333349, 
08/16/2018 07,23.89999962,22.5,23.15333344, 
08/16/2018 08,26,23.70000076,24.89999984, 
08/16/2018 09,27.29999924,26,26.82500022, 
08/16/2018 10,29.29999924,27.29999924,28.07666658, 
08/16/2018 11,29.60000038,28.39999962,28.94500001, 
08/16/2018 12,29.20000076,28.10000038,28.59000018, 
08/16/2018 13,29,27.89999962,28.32833322, 
08/16/2018 14,29.29999924,27.79999924,28.76333338, 
08/16/2018 15,28.89999962,27.29999924,27.86833312, 
08/16/2018 16,27.29999924,26.70000076,27.00169512, 
08/16/2018 17,26.70000076,24.79999924,25.98833338, 
08/16/2018 18,24.70000076,23.79999924,24.06833331, 
08/16/2018 19,23.79999924,22.79999924,23.03166634, 
08/16/2018 20,23.5,23.10000038,23.37166669, 
08/16/2018 21,23.70000076,23.5,23.54000015, 
08/16/2018 22,23.5,23.20000076,23.33499966, 
08/16/2018 23,23.29999924,22.70000076,22.97999976, 
08/17/2018 00,22.89999962,22.79999924,22.85499945, 
08/17/2018 01,22.89999962,22.79999924,22.82666601, 
