datetime, Max, Min, Average
06/18/2017 05, 20, 19.5, 19.620000139875003, 
06/18/2017 06, 21.1000003815, 20, 20.42586185193448, 
06/18/2017 07, 22.8999996185, 21.5, 22.165116199220932, 
06/18/2017 08, 25.8999996185, 23, 24.35999991099001, 
06/18/2017 09, 26.8999996185, 25.7000007629, 26.356666564943335, 
06/18/2017 10, 27.8999996185, 26.7000007629, 27.50666662851834, 
06/18/2017 11, 28.8999996185, 27.1000003815, 28.008333365118336, 
06/18/2017 12, 29.7000007629, 28.8999996185, 29.29500007628834, 
06/18/2017 13, 30.2000007629, 29.5, 29.845000012719993, 
06/18/2017 14, 30.6000003815, 29.7000007629, 30.196666717534995, 
06/18/2017 15, 30.6000003815, 29.5, 29.961666870118325, 
06/18/2017 16, 29.6000003815, 28.7999992371, 29.220000012713342, 
06/18/2017 17, 29.1000003815, 27.1000003815, 28.01999999152222, 
06/18/2017 18, 27.1000003815, 26.2000007629, 26.601666736603327, 
06/18/2017 19, 26.2000007629, 25.6000003815, 25.828333473214986, 
06/18/2017 20, 25.5, 25, 25.235000038151647, 
06/18/2017 21, 25, 24.7000007629, 24.88666626614169, 
06/18/2017 22, 24.7999992371, 24.3999996185, 24.54833345412834, 
06/18/2017 23, 24.3999996185, 23.7000007629, 24.114999993640005, 
06/19/2017 00, 23.7000007629, 22.7999992371, 23.266666957307134, 
06/19/2017 01, 22.7999992371, 22.5, 22.625490412998033, 
06/19/2017 02, 22.5, 22, 22.157446881557444, 
06/19/2017 03, 21.8999996185, 21.7000007629, 21.766666730233336, 
06/19/2017 04, 21.3999996185, 21, 21.173214231224993, 
06/19/2017 05, 21.5, 21.1000003815, 21.276666800173338, 
06/19/2017 06, 22.3999996185, 21.5, 21.97083322207708, 
06/19/2017 07, 24.1000003815, 22.3999996185, 23.54583323001251, 
06/19/2017 08, 26.3999996185, 24.1000003815, 25.423333295188343, 
06/19/2017 09, 26.8999996185, 25.8999996185, 26.457142857151428, 
06/19/2017 10, 29.1000003815, 26.7000007629, 27.971666622164996, 
06/19/2017 11, 29.2999992371, 28.1000003815, 28.708333333326664, 
06/19/2017 12, 29.5, 28.2999992371, 29.131666469570014, 
06/19/2017 13, 28.3999996185, 26.3999996185, 27.27833312352001, 
06/19/2017 14, 26.3999996185, 25.7999992371, 26.083333015451686, 
06/19/2017 15, 26.2999992371, 25.7999992371, 26.056666819253323, 
06/19/2017 16, 27.1000003815, 26.1000003815, 26.49499982197834, 
06/19/2017 17, 27.3999996185, 26.8999996185, 27.130000209809996, 
06/19/2017 18, 27.1000003815, 26.2000007629, 26.413333574918298, 
06/19/2017 19, 26.2000007629, 25.2999992371, 25.746666463225004, 
06/19/2017 20, 25.2999992371, 25, 25.172000198368004, 
06/19/2017 21, 24.6000003815, 24.1000003815, 24.31764711119215, 
06/19/2017 22, 24, 23, 23.230000178024998, 
06/19/2017 23, 23.5, 23.2999992371, 23.463333193458332, 
06/20/2017 00, 23.5, 23, 23.32833337784, 
06/20/2017 01, 22.8999996185, 22.2999992371, 22.626666386920025, 
06/20/2017 02, 22.2999992371, 21.8999996185, 22.158490954686794, 
06/20/2017 03, 21.8999996185, 21.7000007629, 21.75849076035282, 
06/20/2017 04, 21.7000007629, 21.3999996185, 21.535000133496677, 
06/20/2017 05, 21.7000007629, 20.8999996185, 21.25333353676667, 
06/20/2017 06, 21.5, 20.8999996185, 21.18166694639667, 
06/20/2017 07, 22.2999992371, 21.5, 21.99800033570199, 
06/20/2017 08, 22.5, 22.1000003815, 22.353333282463332, 
06/20/2017 09, 22.8999996185, 22.1000003815, 22.365000120790004, 
06/20/2017 10, 25, 23, 23.997872413474468, 
06/20/2017 11, 24.7999992371, 21.2000007629, 22.133333237965015, 
06/20/2017 12, 22.5, 21.3999996185, 21.65833349227832, 
06/20/2017 13, 23.7999992371, 22.2999992371, 22.901666577656655, 
06/20/2017 14, 26.2000007629, 23.7000007629, 24.93833322524501, 
06/20/2017 15, 26.1000003815, 25.1000003815, 25.498333358759997, 
06/20/2017 16, 25.7000007629, 24.2000007629, 25.15166654586667, 
06/20/2017 17, 24.2000007629, 23.7999992371, 23.988333288821682, 
06/20/2017 18, 24.1000003815, 23.3999996185, 23.776666259780008, 
06/20/2017 19, 23.3999996185, 22.6000003815, 22.855769304132686, 
06/20/2017 20, 22.6000003815, 22.3999996185, 22.479310265896558, 
06/20/2017 21, 22.3999996185, 22.2000007629, 22.24833361305664, 
06/20/2017 22, 22.1000003815, 21.8999996185, 21.98333326975002, 
06/20/2017 23, 21.7999992371, 21.7000007629, 21.73333358763331, 
06/21/2017 00, 21.7000007629, 21.3999996185, 21.474999904616677, 
06/21/2017 01, 21.7999992371, 21.3999996185, 21.64666687648166, 
06/21/2017 02, 21.3999996185, 21, 21.229999923711656, 
06/21/2017 03, 21, 20.2000007629, 20.62000001271166, 
06/21/2017 04, 20.2000007629, 19.7999992371, 19.95999984740502, 
06/21/2017 05, 19.8999996185, 19.5, 19.630769142741027, 
06/21/2017 06, 20.2000007629, 19.5, 19.818333562209997, 
06/21/2017 07, 20.3999996185, 20, 20.208333428701682, 
06/21/2017 08, 21.2000007629, 20.3999996185, 20.873333549484983, 
06/21/2017 09, 22.6000003815, 21.2999992371, 21.826666736599993, 
06/21/2017 10, 25, 24.2000007629, 24.694444497430553, 
06/21/2017 11, 25.1000003815, 24.1000003815, 24.681666755678346, 
06/21/2017 12, 26.2999992371, 25, 25.59833335876667, 
06/21/2017 13, 26.1000003815, 25, 25.608333301543333, 
06/21/2017 14, 27.7000007629, 25.7999992371, 27.014999930058327, 
06/21/2017 15, 28.6000003815, 26.6000003815, 27.489999898274995, 
06/21/2017 16, 27.6000003815, 25.8999996185, 26.733333269758344, 
06/21/2017 17, 27.1000003815, 26.2000007629, 26.514999771118347, 
06/21/2017 18, 26.6000003815, 25.2999992371, 25.96999985377335, 
06/21/2017 19, 25.2000007629, 24.3999996185, 24.86000029245999, 
06/21/2017 20, 24.3999996185, 24.1000003815, 24.28695637246522, 
06/21/2017 21, 23.3999996185, 23.2999992371, 23.358822990864706, 
06/21/2017 22, 23.2999992371, 22.8999996185, 23.01833330789168, 
06/21/2017 23, 23.1000003815, 22.7999992371, 22.926666386936667, 
06/22/2017 00, 23, 22.2999992371, 22.698333168035, 
06/22/2017 01, 22.2000007629, 21.7999992371, 21.938333098075006, 
06/22/2017 02, 22.1000003815, 21.7999992371, 21.91714254107714, 
06/22/2017 03, 22, 21.8999996185, 21.90999965665002, 
06/22/2017 04, 21.8999996185, 21.7999992371, 21.88518474718147, 
06/22/2017 05, 21.7999992371, 21.7000007629, 21.732500267015002, 
06/22/2017 06, 22.8999996185, 22.6000003815, 22.700000127166664, 
06/22/2017 07, 23.2000007629, 22.8999996185, 23.07666695913165, 
06/22/2017 08, 25.5, 23.1000003815, 23.925714220311438, 
06/22/2017 09, 25.8999996185, 25.2999992371, 25.623333358766665, 
06/22/2017 10, 27.1000003815, 25.3999996185, 26.133333460495, 
06/22/2017 11, 28.2000007629, 27.2000007629, 27.766037599094346, 
06/22/2017 12, 28.6000003815, 27.8999996185, 28.211320733118878, 
06/22/2017 13, 28.2999992371, 26.2000007629, 27.633333396913333, 
06/22/2017 14, 26.2999992371, 25.7000007629, 25.863333288826666, 
06/22/2017 15, 27, 26, 26.450000000006675, 
06/22/2017 16, 28.1000003815, 26.3999996185, 27.316666539501675, 
06/22/2017 17, 27.3999996185, 26.3999996185, 26.78500006992999, 
06/22/2017 18, 26.8999996185, 25.5, 26.218333307901663, 
06/22/2017 19, 25.3999996185, 24.6000003815, 24.930000209801637, 
06/22/2017 20, 24.6000003815, 22.5, 23.91999998093333, 
06/22/2017 21, 22.7999992371, 21.5, 21.970000108089994, 
06/22/2017 22, 22.5, 21.8999996185, 22.31999991734168, 
06/22/2017 23, 22.5, 22.1000003815, 22.235000038151657, 
06/23/2017 00, 22.2000007629, 21.7999992371, 21.959999847396663, 
06/23/2017 01, 22.3999996185, 22.1000003815, 22.269999853773314, 
06/23/2017 02, 22.2000007629, 21.8999996185, 21.976666577636685, 
06/23/2017 03, 22, 21.6000003815, 21.828333314254987, 
06/23/2017 04, 21.7999992371, 21.5, 21.65333340963502, 
06/23/2017 05, 21.7999992371, 21.7000007629, 21.716667175266668, 
06/23/2017 06, 22.5, 21.7000007629, 21.983333396911654, 
06/23/2017 07, 23.2999992371, 22.5, 22.955000146228304, 
06/23/2017 08, 24.2000007629, 23.2000007629, 23.749999936425002, 
06/23/2017 09, 25.2000007629, 24, 24.43333352407166, 
06/23/2017 10, 26.7000007629, 24.7999992371, 25.849999968210003, 
06/23/2017 11, 27.8999996185, 26.2999992371, 27.36111093451111, 
06/23/2017 12, 28, 27.3999996185, 27.734482765194837, 
06/23/2017 13, 28.7999992371, 27.7999992371, 28.422449073018363, 
06/23/2017 14, 29.2999992371, 28.2999992371, 28.87500019073165, 
06/23/2017 15, 29.2999992371, 28.6000003815, 28.931666660301666, 
06/23/2017 16, 29, 28.5, 28.729166507720823, 
06/23/2017 17, 29, 27.7999992371, 28.351515047484853, 
06/23/2017 18, 27.7999992371, 26.3999996185, 27.096666812885005, 
06/23/2017 19, 26.3999996185, 25.6000003815, 25.941666793824986, 
06/23/2017 20, 25.7000007629, 25.1000003815, 25.32666692734499, 
06/23/2017 21, 25.1000003815, 24.5, 24.881666437803336, 
06/23/2017 22, 24.3999996185, 21.1000003815, 23.188333479555, 
06/23/2017 23, 21.5, 21, 21.193333466848333, 
06/24/2017 00, 21.7999992371, 21.2999992371, 21.60833323797168, 
06/24/2017 01, 21.5, 21, 21.318333371483327, 
06/24/2017 02, 21, 19.7999992371, 20.450000031785002, 
06/24/2017 03, 20, 19.7000007629, 19.841379428717257, 
06/24/2017 04, 20.1000003815, 19.8999996185, 19.95937484501563, 
06/24/2017 05, 19.8999996185, 19.5, 19.68135581583053, 
06/24/2017 06, 20, 19.7000007629, 19.82999970117668, 
06/24/2017 07, 20.5, 19.8999996185, 20.11333341598667, 
06/24/2017 08, 22.2000007629, 20.3999996185, 21.085000006356665, 
06/24/2017 09, 25.7000007629, 21.8999996185, 23.690000025425, 
06/24/2017 10, 27.2999992371, 25.2999992371, 26.328333123525002, 
06/24/2017 11, 28.2999992371, 26.8999996185, 27.766101707847458, 
06/24/2017 12, 29.3999996185, 28.7000007629, 29.1176472832, 
06/24/2017 13, 29.8999996185, 29, 29.275757587324243, 
06/24/2017 14, 30.7000007629, 29.6000003815, 30.224528258694345, 
06/24/2017 15, 30.2999992371, 29.3999996185, 29.870000012723324, 
06/24/2017 16, 30.1000003815, 23.1000003815, 27.473333295188333, 
06/24/2017 17, 25, 23.2999992371, 24.10666659673668, 
06/24/2017 18, 25, 23.7999992371, 24.389999771120003, 
06/24/2017 19, 24.7000007629, 22.5, 24.08333330155333, 
06/24/2017 20, 22.3999996185, 21.6000003815, 21.803333536766672, 
06/24/2017 21, 22.2000007629, 21.8999996185, 22.0266667683733, 
06/24/2017 22, 22.3999996185, 22.2000007629, 22.251666831956683, 
06/24/2017 23, 22.2000007629, 21.7999992371, 21.964999866476695, 
06/25/2017 00, 22, 21.2000007629, 21.58833335239331, 
06/25/2017 01, 21.2000007629, 20.7000007629, 21.063333733850005, 
06/25/2017 02, 20.7999992371, 20.5, 20.616666952776658, 
06/25/2017 03, 20.7000007629, 20.1000003815, 20.440000184393327, 
06/25/2017 04, 20.1000003815, 19.7999992371, 19.94166644414167, 
06/25/2017 05, 20.2999992371, 19.8999996185, 20.071666622160016, 
06/25/2017 06, 21.1000003815, 20.3999996185, 20.673333295178335, 
06/25/2017 07, 21.8999996185, 21, 21.411666870106675, 
06/25/2017 08, 23.8999996185, 21.8999996185, 22.82666667302, 
06/25/2017 09, 25.7999992371, 23.6000003815, 25.055000019073322, 
06/25/2017 10, 27.2000007629, 25.7999992371, 26.71666650773, 
06/25/2017 11, 27.7999992371, 26.7999992371, 27.274999872843356, 
06/25/2017 12, 28.1000003815, 27.2999992371, 27.539999707538335, 
06/25/2017 13, 28.8999996185, 27.3999996185, 28.21166674294999, 
06/25/2017 14, 28.7000007629, 26.7999992371, 27.613333257040008, 
06/25/2017 15, 27.1000003815, 26.6000003815, 26.83999999364, 
06/25/2017 16, 26.6000003815, 26.1000003815, 26.394999917356675, 
06/25/2017 17, 27.5, 26.2999992371, 26.722727255388637, 
06/25/2017 18, 27.2999992371, 25, 25.87166678110667, 
06/25/2017 19, 25, 24.7000007629, 24.872727249609092, 
06/25/2017 20, 24.7999992371, 23.8999996185, 24.30166660944667, 
06/25/2017 21, 23.8999996185, 23.5, 23.778333346029985, 
06/25/2017 22, 23.5, 23.2000007629, 23.399999936420002, 
06/25/2017 23, 23.6000003815, 23.1000003815, 23.37000013986334, 
06/26/2017 00, 23.6000003815, 23.2000007629, 23.351666545870014, 
06/26/2017 01, 23.6000003815, 23.3999996185, 23.4933333079, 
06/26/2017 02, 23.6000003815, 22.5, 23.13666658402335, 
06/26/2017 03, 22.3999996185, 21.2999992371, 21.733333206170006, 
06/26/2017 04, 21.5, 20.7999992371, 21.113333288826674, 
06/26/2017 05, 20.8999996185, 20.7000007629, 20.801666386923333, 
06/26/2017 06, 21.1000003815, 20.6000003815, 20.77666660945167, 
06/26/2017 07, 22.5, 21.1000003815, 21.715000057214997, 
06/26/2017 08, 25, 22.5, 23.76333347956, 
06/26/2017 09, 26.2000007629, 24.6000003815, 25.46833333969334, 
06/26/2017 10, 27.5, 26.2999992371, 26.95499986013168, 
06/26/2017 11, 28.5, 27.2000007629, 27.751666514076668, 
06/26/2017 12, 28.8999996185, 28, 28.42000004451167, 
06/26/2017 13, 28.2000007629, 27.2999992371, 27.64500010807834, 
06/26/2017 14, 28, 27.2000007629, 27.58666658400834, 
06/26/2017 15, 28.8999996185, 27.7000007629, 28.326666609446665, 
06/26/2017 16, 29.2999992371, 27.2000007629, 28.361666901904982, 
06/26/2017 17, 27.2999992371, 22.2999992371, 25.251666545873338, 
06/26/2017 18, 25, 22.3999996185, 23.22000007629167, 
06/26/2017 19, 25, 24, 24.361666742965, 
06/26/2017 20, 24.5, 24, 24.321666685736666, 
06/26/2017 21, 24.2000007629, 24.1000003815, 24.133333841966653, 
06/26/2017 22, 24.1000003815, 23.5, 23.971666876488325, 
06/26/2017 23, 23.6000003815, 23, 23.283333460485, 
06/27/2017 00, 23.5, 22.7000007629, 23.24499979018501, 
06/27/2017 01, 23, 22.7000007629, 22.863333129873347, 
06/27/2017 02, 22.8999996185, 22.6000003815, 22.819999663033332, 
06/27/2017 03, 22.7000007629, 22, 22.25166695912999, 
06/27/2017 04, 22.2000007629, 22, 22.083333651229974, 
06/27/2017 05, 22.1000003815, 22, 22.03166678747499, 
06/27/2017 06, 22.6000003815, 21.8999996185, 22.126666768384993, 
06/27/2017 07, 23.8999996185, 22.6000003815, 23.293333466848328, 
06/27/2017 08, 25.7000007629, 23.8999996185, 24.815000152584997, 
06/27/2017 09, 27.8999996185, 25.6000003815, 26.593333276111675, 
06/27/2017 10, 27.3999996185, 26.7000007629, 27.068333371474996, 
06/27/2017 11, 28.2999992371, 27, 27.76500002542833, 
06/27/2017 12, 29.2000007629, 28.1000003815, 28.756666723883328, 
06/27/2017 13, 29.7000007629, 28.3999996185, 29.116666730248337, 
06/27/2017 14, 29.2000007629, 27.2999992371, 28.314999961855015, 
06/27/2017 15, 27.3999996185, 23.7999992371, 25.843333435061666, 
06/27/2017 16, 24.3999996185, 23.1000003815, 23.664999961850008, 
06/27/2017 17, 24.6000003815, 23, 23.926666800184993, 
06/27/2017 18, 23.1000003815, 22.6000003815, 22.765000343316647, 
06/27/2017 19, 22.8999996185, 22.6000003815, 22.75999991099331, 
06/27/2017 20, 22.7000007629, 22.5, 22.566666920989977, 
06/27/2017 21, 22.7000007629, 22.6000003815, 22.655000591269978, 
06/27/2017 22, 23.1000003815, 22.7000007629, 22.926666418714998, 
06/27/2017 23, 23.1000003815, 22.8999996185, 23.016666730250005, 
06/28/2017 00, 22.8999996185, 22.6000003815, 22.688333574936657, 
06/28/2017 01, 22.6000003815, 22.5, 22.558333555874995, 
06/28/2017 02, 22.7999992371, 22, 22.490000216165, 
06/28/2017 03, 22, 21.7999992371, 21.88333288827001, 
06/28/2017 04, 22, 21.6000003815, 21.79166673022498, 
06/28/2017 05, 21.7000007629, 21.5, 21.603333727539994, 
06/28/2017 06, 22, 21.5, 21.778333282468342, 
06/28/2017 07, 22.7999992371, 22, 22.346666717538334, 
06/28/2017 08, 23.7999992371, 22.7999992371, 23.48166691461997, 
06/28/2017 09, 24.6000003815, 23.7000007629, 24.189999898269992, 
06/28/2017 10, 26.2999992371, 24.6000003815, 25.326666863758327, 
06/28/2017 11, 26.7999992371, 25.7000007629, 26.303333250675003, 
06/28/2017 12, 28.3999996185, 26.7999992371, 27.631666628515013, 
06/28/2017 13, 28.7999992371, 28, 28.316666825609982, 
06/28/2017 14, 30.2000007629, 28.7999992371, 29.408333301541663, 
06/28/2017 15, 29.8999996185, 26.8999996185, 28.389999961855, 
06/28/2017 16, 27, 24.1000003815, 25.483333333328332, 
06/28/2017 17, 24.7999992371, 23.7999992371, 24.288333193463355, 
06/28/2017 18, 25.7000007629, 24.7999992371, 25.26666650773, 
06/28/2017 19, 24.7000007629, 24.3999996185, 24.551666863771665, 
06/28/2017 20, 24.3999996185, 24.1000003815, 24.213333352420033, 
06/28/2017 21, 24.3999996185, 22.7999992371, 23.58999977112667, 
06/28/2017 22, 23.8999996185, 23.1000003815, 23.396666685744997, 
06/28/2017 23, 23.8999996185, 22.3999996185, 23.304999923698322, 
06/29/2017 00, 22.5, 21.2000007629, 21.97333319981666, 
06/29/2017 01, 21.2000007629, 20.8999996185, 20.989999961835014, 
06/29/2017 02, 21, 20.7000007629, 20.831666342413346, 
06/29/2017 03, 20.7999992371, 20.7000007629, 20.750000000000018, 
06/29/2017 04, 20.8999996185, 20.6000003815, 20.784999688476653, 
06/29/2017 05, 20.8999996185, 20.6000003815, 20.71000010173335, 
06/29/2017 06, 21.7000007629, 20.8999996185, 21.23000011443667, 
06/29/2017 07, 22.6000003815, 21.6000003815, 21.80166689554666, 
06/29/2017 08, 24.7000007629, 22.6000003815, 23.323076908403838, 
06/29/2017 09, 26.6000003815, 24.7999992371, 25.744000091563997, 
06/29/2017 10, 27.3999996185, 26.3999996185, 26.91590907357273, 
06/29/2017 11, 27.6000003815, 26.6000003815, 27.098333231606674, 
06/29/2017 12, 28, 26.8999996185, 27.37166674931333, 
06/29/2017 13, 27.8999996185, 27.3999996185, 27.616129106093553, 
06/29/2017 14, 29.1000003815, 28.6000003815, 28.84210516277894, 
06/29/2017 15, 29.5, 27.2999992371, 27.964406773189832, 
06/29/2017 16, 28.2999992371, 26.8999996185, 27.568333212535016, 
06/29/2017 17, 28.2999992371, 27.6000003815, 28.030000019076667, 
06/29/2017 18, 27.6000003815, 26.1000003815, 26.918333276118336, 
06/29/2017 19, 26.1000003815, 25.2000007629, 25.701666673028328, 
06/29/2017 20, 25.2000007629, 25, 25.02833344142167, 
06/29/2017 21, 25, 24.1000003815, 24.520000171669984, 
06/29/2017 22, 24.2999992371, 24, 24.188333702081675, 
06/29/2017 23, 24.2000007629, 23.8999996185, 24.02000007629168, 
06/30/2017 00, 24, 23.5, 23.724999999989997, 
06/30/2017 01, 23.5, 22.1000003815, 23.151666386916666, 
06/30/2017 02, 22.1000003815, 21.7000007629, 21.91833327610167, 
06/30/2017 03, 21.7000007629, 21.5, 21.595000362398324, 
06/30/2017 04, 21.5, 21.2999992371, 21.44833313622668, 
06/30/2017 05, 21.5, 21.2000007629, 21.361666361486673, 
06/30/2017 06, 22.2000007629, 21.5, 21.845000171663333, 
06/30/2017 07, 23.1000003815, 22.2000007629, 22.696666685740006, 
06/30/2017 08, 25, 22.7999992371, 23.7316666921, 
06/30/2017 09, 26.3999996185, 25, 25.90999965669003, 
06/30/2017 10, 27.3999996185, 26.2000007629, 26.959999942774996, 
06/30/2017 11, 28.1000003815, 27.3999996185, 27.770000044505, 
06/30/2017 12, 28.1000003815, 26.3999996185, 27.471666590371647, 
06/30/2017 13, 27.3999996185, 25.3999996185, 26.14500001271, 
06/30/2017 14, 27.5, 25.6000003815, 26.396666590365, 
06/30/2017 15, 26.2999992371, 25.6000003815, 25.921666749320003, 
06/30/2017 16, 26.6000003815, 25.2999992371, 25.989999961854995, 
06/30/2017 17, 26.6000003815, 25.7999992371, 26.169999726611685, 
06/30/2017 18, 25.8999996185, 25.5, 25.753333187096658, 
06/30/2017 19, 25.5, 25, 25.180000082656655, 
06/30/2017 20, 25, 24.6000003815, 24.888333193468338, 
06/30/2017 21, 24.7000007629, 24.5, 24.593333689369995, 
06/30/2017 22, 24.5, 24.1000003815, 24.308333110804977, 
06/30/2017 23, 24.1000003815, 23.7000007629, 23.881666501360005, 
07/01/2017 00, 23.7999992371, 23.6000003815, 23.743333371479974, 
07/01/2017 01, 23.6000003815, 23.2000007629, 23.356666469581675, 
07/01/2017 02, 23.2000007629, 22.7000007629, 22.931666628508342, 
07/01/2017 03, 22.8999996185, 22.6000003815, 22.74800014494799, 
07/01/2017 04, 22.7999992371, 22.6000003815, 22.655000273403328, 
07/01/2017 05, 23, 22.6000003815, 22.76833349863167, 
07/01/2017 06, 23.3999996185, 23, 23.239999643981687, 
07/01/2017 07, 24.2000007629, 23.3999996185, 23.799999968208336, 
07/01/2017 08, 25.2999992371, 24.2000007629, 24.771666463226673, 
07/01/2017 09, 26.7999992371, 25.2000007629, 26.018333244334997, 
07/01/2017 10, 27.1000003815, 26.6000003815, 26.831666692100008, 
07/01/2017 11, 27.1000003815, 26.6000003815, 26.81166683833167, 
07/01/2017 12, 27.3999996185, 26.8999996185, 27.221666653955005, 
07/01/2017 13, 27.8999996185, 27.1000003815, 27.423333295186655, 
07/01/2017 14, 27.6000003815, 25.2999992371, 26.24999996820834, 
07/01/2017 15, 25.6000003815, 24.5, 25.056666755683334, 
07/01/2017 16, 25.2999992371, 23.2000007629, 24.075000095363333, 
07/01/2017 17, 23.7999992371, 23.1000003815, 23.22833344142833, 
07/01/2017 18, 23.8999996185, 23.2000007629, 23.611666647596664, 
07/01/2017 19, 23.2999992371, 22.7999992371, 22.979999891923363, 
07/01/2017 20, 22.7999992371, 22.6000003815, 22.733333333339996, 
07/01/2017 21, 23.1000003815, 22.7999992371, 22.96666653950333, 
07/01/2017 22, 23, 22.7000007629, 22.858333015431672, 
07/01/2017 23, 22.7999992371, 22.6000003815, 22.724999809289994, 
07/02/2017 00, 22.6000003815, 22.3999996185, 22.459999847400017, 
07/02/2017 01, 22.3999996185, 22.2000007629, 22.258333396903307, 
07/02/2017 02, 22.2999992371, 22.2000007629, 22.264999771130018, 
07/02/2017 03, 22.2999992371, 22.1000003815, 22.16500018439665, 
07/02/2017 04, 22.1000003815, 22, 22.05666688284999, 
07/02/2017 05, 22.2000007629, 22, 22.036666806544986, 
07/02/2017 06, 22.5, 22, 22.216666793833333, 
07/02/2017 07, 24.2999992371, 22.6000003815, 23.220000203443327, 
07/02/2017 08, 25.6000003815, 24.2999992371, 24.871666685751663, 
07/02/2017 09, 25.7999992371, 25, 25.363333352410002, 
07/02/2017 10, 27.7999992371, 25.8999996185, 26.734999974573327, 
07/02/2017 11, 28.8999996185, 27.7999992371, 28.454999955496667, 
07/02/2017 12, 28.7999992371, 27.5, 28.03500003813999, 
07/02/2017 13, 29.1000003815, 27.5, 28.11166667938833, 
07/02/2017 14, 28.2000007629, 26.1000003815, 27.376666577660007, 
07/02/2017 15, 26.1000003815, 23.8999996185, 24.86833337147834, 
07/02/2017 16, 24.5, 24, 24.304999732980022, 
07/02/2017 17, 24.5, 24.2999992371, 24.40166629155834, 
07/02/2017 18, 24.5, 24.1000003815, 24.309999910994975, 
07/02/2017 19, 24.1000003815, 23.6000003815, 23.925000127164996, 
07/02/2017 20, 23.6000003815, 22, 22.566666762036665, 
07/02/2017 21, 22.3999996185, 21.8999996185, 22.128333346045, 
07/02/2017 22, 22.2999992371, 22, 22.098333644873318, 
07/02/2017 23, 22.2000007629, 22, 22.058333555856642, 
07/03/2017 00, 22.2000007629, 22.1000003815, 22.171667321503325, 
07/03/2017 01, 22.2999992371, 22.1000003815, 22.165000597623308, 
07/03/2017 02, 22.2999992371, 21.7000007629, 22.038333447771677, 
07/03/2017 03, 21.8999996185, 21.7000007629, 21.765000088996675, 
07/03/2017 04, 22, 21.8999996185, 21.956666501350007, 
07/03/2017 05, 22.1000003815, 21.8999996185, 21.9533331553, 
07/03/2017 06, 22.7999992371, 22.1000003815, 22.511666806543317, 
07/03/2017 07, 24.2000007629, 22.7999992371, 23.40333340962667, 
07/03/2017 08, 26.2999992371, 24.1000003815, 24.758333524071663, 
07/03/2017 09, 27.3999996185, 26.5, 27.01333332061665, 
07/03/2017 10, 27.7999992371, 26.3999996185, 27.048333358765, 
07/03/2017 11, 27, 26.3999996185, 26.653333187096667, 
07/03/2017 12, 28.2999992371, 27.1000003815, 27.690000184373336, 
07/03/2017 13, 28.2999992371, 26.7999992371, 27.991666793821654, 
07/03/2017 14, 26.7000007629, 25.7999992371, 26.288333352403335, 
07/03/2017 15, 25.6000003815, 23.6000003815, 24.155555428408892, 
07/03/2017 16, 24.3999996185, 23.6000003815, 23.91379333363276, 
07/03/2017 17, 25, 24.3999996185, 24.71999994914334, 
07/03/2017 18, 25.1000003815, 24.7000007629, 24.92000007629499, 
07/03/2017 19, 24.6000003815, 22.3999996185, 23.928333250675003, 
07/03/2017 20, 22.5, 21.2000007629, 21.89166673023664, 
07/03/2017 21, 21.6000003815, 21.2000007629, 21.443333244319994, 
07/03/2017 22, 22, 21.6000003815, 21.809999942768346, 
07/03/2017 23, 22.2000007629, 22, 22.13666718800165, 
07/04/2017 00, 22.2000007629, 21.8999996185, 22.05166686375334, 
07/04/2017 01, 22, 21, 21.56500005721999, 
07/04/2017 02, 21.1000003815, 20.8999996185, 20.996666653949998, 
07/04/2017 03, 21.1000003815, 20.8999996185, 21.01666673024999, 
07/04/2017 04, 21.2000007629, 20.8999996185, 21.083333651208306, 
07/04/2017 05, 21.3999996185, 21.2000007629, 21.263333225253355, 
07/04/2017 06, 21.7000007629, 21.2999992371, 21.476666577658328, 
07/04/2017 07, 23.1000003815, 21.5, 21.950000095370005, 
07/04/2017 08, 25, 23.1000003815, 23.989795801600003, 
07/04/2017 09, 26.2999992371, 24.5, 25.075438415808772, 
07/04/2017 10, 27.1000003815, 25.7999992371, 26.414999930063342, 
07/04/2017 11, 27.3999996185, 24.6000003815, 26.365000089016657, 
07/04/2017 12, 25, 24.1000003815, 24.481666946404992, 
07/04/2017 13, 26.8999996185, 25.1000003815, 26.06666666667667, 
07/04/2017 14, 26.7999992371, 22.1000003815, 25.211666647589993, 
07/04/2017 15, 24.2000007629, 21.8999996185, 22.465000152583336, 
07/04/2017 16, 24.7000007629, 24.2000007629, 24.49500013987832, 
07/04/2017 17, 24.7000007629, 24.3999996185, 24.58833367029496, 
07/04/2017 18, 24.7999992371, 24.2999992371, 24.65333315532168, 
07/04/2017 19, 24.2999992371, 23.2999992371, 24.09166720706332, 
07/04/2017 20, 23.2999992371, 22.8999996185, 23.050000158944993, 
07/04/2017 21, 23.3999996185, 23.2000007629, 23.289999675760036, 
07/04/2017 22, 23.2999992371, 22.7999992371, 22.98333292008837, 
07/04/2017 23, 22.7999992371, 22.7000007629, 22.79090846671818, 
07/05/2017 00, 22.7999992371, 22.6000003815, 22.69772759350454, 
07/05/2017 01, 22.6000003815, 22.3999996185, 22.49090905622728, 
07/05/2017 02, 22.3999996185, 22.1000003815, 22.231250286087498, 
07/05/2017 03, 22.3999996185, 21.7000007629, 22.188333415973343, 
07/05/2017 04, 21.7000007629, 21.3999996185, 21.473333231593347, 
