0.6,0.6,0.6,0.6,0.6,0.9,1.1,1.2,1.3,1.4,1.3,1.3,1.2,1.1,1.1,1.2,1.2,1.4,1.4,1.4,1.4,1.5,1.7,1.7,1.7,1.4,1,0.88,0.7
0.6,0.6,0.6,0.6,0.7,1,1.1,1.3,1.4,1.4,1.3,1.3,1.3,1.2,1.2,1.3,1.7,1.3,1.4,1.4,1.4,1.5,1.7,1.8,1.7,1.5,1.2,0.8,0.7
0.6,0.6,0.6,0.6,0.7,1,1.2,1.4,1.5,1.4,1.4,1.4,1.3,1.2,1.3,1.4,1.2,1.3,1.3,1.3,1.3,1.4,1.7,1.8,1.8,1.6,1.2,0.9,0.8
0.6,0.6,0.6,0.6,0.7,1,1.2,1.4,1.4,1.4,1.3,1.3,1.4,1.3,1.2,1.2,1.3,1.4,1.4,1.4,1.4,1.5,1.5,1.8,1.8,1.6,1.3,0.9,0.8
0.6,0.6,0.6,0.6,0.7,1.1,1.2,1.5,1.7,1.6,1.6,1.4,1.3,1.3,1.4,1.4,1.3,1.3,1.4,14,1.4,1.6,1.6,1.8,1.8,1.6,1.3,1,0.8
0.6,0.6,0.6,0.6,0.7,0.9,1.1,1.2,1.2,1.2,1.4,1.4,1.3,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.4,1.5,1.8,1.8,1.7,1.2,1,0.8
0.7,0.7,0.7,0.7,0.7,1,1.2,1.3,1.5,1.5,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.5,1.7,1.9,1.8,1.6,1.2,1,0.8
0.8,0.8,0.7,0.7,0.8,1,1.2,1.4,1.5,1.5,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.4,1.4,1.4,1.4,1.5,1.6,1.8,1.8,1.6,1.5,1,0.8
0.8,0.7,0.7,0.7,0.8,1.3,1.3,1.4,1.5,1.5,1.4,1.5,1.4,1.4,1.3,1.4,1.4,1.4,1.5,1.5,1.5,1.6,1.7,1.8,1.8,1.6,1.3,1,0.9
0.7,0.7,0.7,0.8,0.8,1,1.2,1.4,1.6,1.6,1.5,1.4,1.4,1.4,1.4,1.4,1.4,1.5,1.5,1.4,1.4,1.5,1.6,1.9,1.9,1.8,1.4,1,0.8
0.7,0.7,0,0.7,0.9,1,1.3,1.5,1.7,1.7,1.7,1.5,1.4,1.3,1.3,1.4,1.3,1.3,1.2,1.3,1.4,1.5,1.7,1.9,1.9,1.7,1.3,1,0.8
0.7,0.7,0.7,0.7,0.7,1,1.2,1.4,1.5,1.4,1.3,1.4,1.4,1.3,1.4,1.4,1.3,1.2,1.3,1.3,1.4,1.6,1.8,1.8,1.8,1.4,1.1,0.8,0.7
0.7,0.7,0.6,0.6,0.7,0.9,1,1,1.2,1.4,1.5,1.4,1.2,1.2,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.4,1.7,1.7,1.5,1.2,0.8,0.7
0.7,0.6,0.7,0.7,0.7,1,1.1,1.3,1.4,1.4,1.4,1.3,1.3,1.2,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.5,1.5,1.8,1.8,1.6,1.2,0.9,0.7
0.8,0.6,0.7,0.7,0.7,0.9,1,1.2,1.3,1.4,1.5,1.4,1.3,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.4,1.4,1.7,1.8,1.5,1.2,0.9,0.7
0.7,0.7,0.6,0.6,0.7,1,1.1,1.3,1.4,1.4,1.3,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.4,1.5,1.8,1.7,1.6,1.2,0.9,0.7
0.6,0.7,0.6,0.6,0.7,1,1.2,1.3,1.7,1.7,1.5,0,0,1.8,1.4,1.4,1.3,1.4,0,1.5,1.4,1.4,1.6,1.8,1.8,1.8,1.3,1,0.7
0.6,0.6,0.6,0.6,0.7,11,1.2,1.4,1.5,1.4,1.5,1.5,1.6,1.3,1.3,1.3,1.3,1.5,1.4,1.3,1.4,1.4,1.6,1.8,1.9,1.7,1.3,1,0.7
0.6,0.6,0.6,0.7,0.8,1,1.2,1.4,1.5,1.5,1.4,1.4,1.4,1.3,1.3,1.3,1.4,1.4,1.4,1.5,1.4,1.5,1.7,1.8,1.8,1.6,1.4,1,0.8
0.7,0.7,0.7,0.7,0.8,0.9,1,1.2,1.3,1.4,1.5,1.4,1.2,1.3,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.4,1.5,1.7,1.8,1.6,1.3,1,0.6
0.7,0.7,0.7,0.7,0.8,0.8,1.2,1.3,1.6,1.6,1.4,1.5,1.5,1.4,1.7,1.4,1.4,1.7,1.7,1.6,1.6,1.7,1.8,2,2,1.8,1.5,1.1,1
0.8,0.8,0.8,0.8,0.9,1.2,1.4,1.5,1.6,1.6,1.6,1.6,1.6,1.5,1.6,1.6,1.4,1.5,1.5,1.5,1.6,1.5,1.7,1.8,1.9,1.7,1.3,1.2,1.1
0.8,0.8,0.8,0.8,0.9,1.1,1.3,1.5,1.9,1.9,1.8,1.6,1.5,1.4,1.4,1.4,1.4,1.5,1.5,1.5,1.5,1.5,1.6,1.9,1.9,1.7,1.3,1,1
0.8,0.8,0.8,0.8,1.2,1.1,1.3,1.4,1.6,1.6,1.5,0,1.5,1.5,1.5,1.5,1.5,1.6,1.5,1.5,1.5,1.5,1.6,1.9,1.9,1.7,1.3,1,0.9
0.7,0.7,0.7,0.7,0.8,1.1,1.3,1.5,1.6,1.6,1.5,1.5,1.5,1.5,1.5,1.4,1.4,1.3,1.4,1.7,1.9,1.5,1.7,1.8,1.9,1.7,1.3,1,1
0.8,0.8,0.8,0.8,0.8,1.1,1.3,1.4,1.5,1.4,1.4,1.5,1.4,1.4,1.4,1.4,1.4,1.3,1.4,1.4,1.4,1.6,1.7,1.9,1.8,1.6,1.3,1,0.8
0.7,0.7,0.7,0.7,0.8,1,1,1.2,1.3,1.4,1.5,1.4,1.4,1.3,1.2,1,1.1,1.2,1.2,1.2,1.2,1.2,1.3,1.7,1.8,1.7,1.4,1.1,0.9
0.7,0.7,0.7,0.7,0.8,1,1.3,1.7,1.8,1.9,1.5,1.5,1.5,1.5,1.4,1.4,1.4,1.4,1.5,1.5,1.5,1.5,1.6,1.9,2,1.8,1.5,1,0.8
1,0.8,0.8,0.8,0.8,1.2,1.3,1.5,1.9,1.9,1.7,1.6,1.5,1.5,1.4,0,1.6,1.5,1.8,1.6,1.6,1.6,1.7,1.9,2,1.8,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8,0.8,0.8,0.8,0.8,1.2,1.4,1.6,1.6,1.6,1.4,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.7,1.7,1.6,1.8,1.8,2,2.1,1.9,1.5,1,1
