datetime, Max, Min, Average,
01/24/2017 18,15.80000019,14.69999981,15.39649122, 
01/24/2017 19,14.69999981,13.60000038,14.05283016, 
01/24/2017 20,13.60000038,12.30000019,13.00000006, 
01/24/2017 21,12,11.19999981,11.53199993, 
01/24/2017 22,11.19999981,10.39999962,10.85166672, 
01/24/2017 23,10.30000019,9.699999809,10.09166671, 
01/25/2017 00,9.699999809,8.800000191,9.053658509, 
01/25/2017 01,9,8.399999619,8.688333305, 
01/25/2017 02,8.399999619,8,8.133333429, 
01/25/2017 03,8.399999619,7.199999809,7.740000033, 
01/25/2017 04,7.5,7.099999905,7.283333357, 
01/25/2017 05,7.400000095,6.900000095,7.118333324, 
01/25/2017 06,7.300000191,7,7.124999908, 
01/25/2017 07,8.300000191,7,7.428333298, 
01/25/2017 08,11.39999962,8.300000191,9.753333314, 
01/25/2017 09,15.19999981,11.60000038,13.37333326, 
01/25/2017 10,17.29999924,15.19999981,16.25666674, 
01/25/2017 11,19.60000038,17.29999924,18.71166671, 
01/25/2017 12,22.29999924,19.39999962,20.77833344, 
01/25/2017 13,22.79999924,21.39999962,22.14000006, 
01/25/2017 14,23.29999924,22.29999924,22.77500017, 
01/25/2017 15,22.5,21.20000076,21.80666676, 
01/25/2017 16,21.39999962,19.60000038,20.49666672, 
01/25/2017 17,19.5,17.5,18.42666667, 
01/25/2017 18,17.5,16.10000038,16.88333321, 
01/25/2017 19,16.10000038,14.5,15.31833337, 
01/25/2017 20,14.60000038,12.89999962,13.64166662, 
01/25/2017 21,12.89999962,11.89999962,12.37833333, 
01/25/2017 22,11.80000019,10.69999981,11.38333329, 
01/25/2017 23,10.80000019,10.10000038,10.47636363, 
01/26/2017 00,10.5,9.399999619,10.10833322, 
01/26/2017 01,9.399999619,8.800000191,9.18333319, 
01/26/2017 02,8.800000191,8.399999619,8.538333368, 
01/26/2017 03,8.5,7.900000095,8.229999987, 
01/26/2017 04,8.5,7.599999905,7.888333289, 
01/26/2017 05,7.800000191,7.400000095,7.571666638, 
01/26/2017 06,7.599999905,7.199999809,7.353333394, 
01/26/2017 07,8.899999619,7.5,8.01833334, 
01/26/2017 08,12.19999981,9,10.55500002, 
01/26/2017 09,15.5,12.30000019,14.13166663, 
01/26/2017 10,17.70000076,15.5,16.76346152, 
01/26/2017 11,21,18.10000038,19.867647, 
01/26/2017 12,22.5,21,21.6833334, 
01/26/2017 13,23.79999924,22.60000038,23.33166672, 
01/26/2017 14,24.29999924,23.10000038,23.67166684, 
01/26/2017 15,24.10000038,22.5,23.36666686, 
01/26/2017 16,22.5,20.29999924,21.4083334, 
01/26/2017 17,20.20000076,17.70000076,18.82333333, 
01/26/2017 18,17.89999962,17.10000038,17.47500022, 
01/26/2017 19,17.20000076,16.29999924,16.76499974, 
01/26/2017 20,16.39999962,15,15.63500005, 
01/26/2017 21,15.19999981,14.5,14.91199997, 
01/26/2017 22,14.5,13.19999981,13.67333341, 
01/26/2017 23,13.80000019,13.10000038,13.45000006, 
01/27/2017 00,13.30000019,12.60000038,12.8883333, 
01/27/2017 01,12.80000019,11.80000019,12.445, 
01/27/2017 02,12.10000038,11.69999981,11.88833334, 
01/27/2017 03,12,11.60000038,11.78833332, 
01/27/2017 04,11.80000019,11.30000019,11.5666667, 
01/27/2017 05,12.30000019,11.69999981,12.05666664, 
01/27/2017 06,12.39999962,12,12.22352945, 
01/27/2017 07,12.69999981,12.30000019,12.48333343, 
01/27/2017 08,12.80000019,12.10000038,12.33166669, 
01/27/2017 09,13,12.69999981,12.80666669, 
01/27/2017 10,13.10000038,12.69999981,12.89333342, 
01/27/2017 11,12.80000019,11.69999981,12.19666669, 
01/27/2017 12,11.69999981,11.10000038,11.31166668, 
01/27/2017 13,11.89999962,11.19999981,11.50499996, 
01/27/2017 14,13.80000019,11.89999962,13.00943398, 
01/27/2017 15,13.60000038,13,13.34833339, 
01/27/2017 16,13,11.39999962,12.11166652, 
01/27/2017 17,11.60000038,10.80000019,11.22666667, 
01/27/2017 18,10.80000019,10.30000019,10.59661026, 
01/27/2017 19,10.39999962,10.10000038,10.25254243, 
01/27/2017 20,10.19999981,9.899999619,10.04833323, 
01/27/2017 21,10.10000038,9.800000191,9.929999812, 
01/27/2017 22,9.800000191,9.300000191,9.659999975, 
01/27/2017 23,9.5,9.100000381,9.288333337, 
01/28/2017 00,9.800000191,9.399999619,9.586666711, 
01/28/2017 01,9.899999619,9.399999619,9.755000035, 
01/28/2017 02,9.399999619,8.399999619,8.849999984, 
01/28/2017 03,8.300000191,7.099999905,7.55333333, 
01/28/2017 04,7.5,6.5,7.123333335, 
01/28/2017 05,6.5,5.900000095,6.236666695, 
01/28/2017 06,6.300000191,5.699999809,6.031666636, 
01/28/2017 07,7,5.800000191,6.296666686, 
01/28/2017 08,9.899999619,7,8.388333321, 
01/28/2017 09,11.89999962,10,11.06499998, 
01/28/2017 10,13.80000019,11.60000038,12.42999996, 
01/28/2017 11,15.5,13.60000038,14.38166666, 
01/28/2017 12,17,15.30000019,16.02166662, 
01/28/2017 13,17.70000076,16.70000076,17.19500004, 
01/28/2017 14,17.79999924,17,17.31000017, 
01/28/2017 15,17.29999924,17,17.15166705, 
01/28/2017 16,17.20000076,15.69999981,16.61000023, 
01/28/2017 17,15.69999981,13.80000019,14.6466667, 
01/28/2017 18,13.80000019,12.69999981,13.34500003, 
01/28/2017 19,12.80000019,11.39999962,12.19333331, 
01/28/2017 20,11.30000019,10.30000019,10.75166666, 
01/28/2017 21,10.39999962,8.899999619,9.479999955, 
