month,day,baar,time,eldata,tmdata,hddata
5,11,1,9,1.5,26.59,82.2
5,11,1,10,1.5,26.7,82.4
5,11,1,11,1.6,21.02,82.7
5,11,1,12,1.4,21.36,82.9
5,11,1,13,1.3,21.88,83.2
5,11,1,14,1.4,25.36,83.4
5,11,1,15,1.5,26.91,83.7
5,11,1,16,1.5,25.85,84.0
5,11,1,17,1.5,25.12,84.3
5,11,1,18,1.5,24.77,84.7
5,11,1,19,1.8,23.87,85.1
5,11,1,20,1.8,23.77,85.5
5,11,1,21,1.6,23.43,86.0
5,11,1,22,1.2,22.8,86.4
5,11,1,23,1.0,22.34,86.9
5,11,1,24,0.9,21.99,87.5
5,12,2,1,0.7,21.31,88.0
5,12,2,2,0.7,21.22,88.6
5,12,2,3,0.7,21.04,89.1
5,12,2,4,0.7,21.12,89.7
5,12,2,5,0.8,21.16,90.3
5,12,2,6,1.0,21.16,90.9
5,12,2,7,1.3,21.45,91.6
5,12,2,8,1.6,22.6,92.2
5,12,2,9,1.5,24.01,92.8
5,12,2,10,1.5,24.68,92.1
5,12,2,11,1.5,26.17,91.3
5,12,2,12,1.5,27.29,90.6
5,12,2,13,1.4,27.6,89.9
5,12,2,14,1.5,26.84,89.1
5,12,2,15,1.6,26.04,88.4
5,12,2,16,1.4,25.71,87.6
5,12,2,17,1.4,24.78,86.9
5,12,2,18,1.6,24.62,86.1
5,12,2,19,1.8,24.14,85.3
5,12,2,20,1.8,23.48,84.5
5,12,2,21,1.6,23.12,83.8
5,12,2,22,1.2,22.64,83.0
5,12,2,23,1.0,22.12,82.2
5,12,2,24,0.8,21.77,81.4
5,13,3,1,0.9,21.5,80.6
5,13,3,2,0.8,21.25,79.8
5,13,3,3,0.8,21.3,78.9
5,13,3,4,0.8,20.94,78.1
5,13,3,5,0.8,20.57,77.3
5,13,3,6,1.1,21.03,76.5
5,13,3,7,1.4,21.96,75.7
5,13,3,8,1.6,24.13,74.8
5,13,3,9,1.6,26.03,74.0
5,13,3,10,1.4,26.72,74.8
5,13,3,11,1.4,27.93,75.6
5,13,3,12,1.4,27.23,76.3
5,13,3,13,1.4,27.42,77.0
5,13,3,14,1.4,28.09,77.7
5,13,3,15,1.4,28.31,78.3
5,13,3,16,1.4,27.97,78.8
5,13,3,17,1.4,26.69,79.2
5,13,3,18,1.6,24.85,79.5
5,13,3,19,1.9,24.6,79.7
5,13,3,20,1.9,24.08,79.8
5,13,3,21,1.5,23.03,79.8
5,13,3,22,1.2,22.51,79.7
5,13,3,23,0.9,22.13,79.5
5,13,3,24,0.8,21.84,79.2
5,14,4,1,0.7,21.4,78.9
5,14,4,2,0.7,21.17,78.4
5,14,4,3,0.7,21.33,78.0
5,14,4,4,0.7,21.28,77.5
5,14,4,5,0.7,20.94,76.9
5,14,4,6,1.0,21.27,76.3
5,14,4,7,1.4,22.51,75.7
5,14,4,8,1.6,24.24,75.1
5,14,4,9,1.5,26.45,74.5
5,14,4,10,1.5,27.62,75.3
5,14,4,11,1.6,27.29,76.2
5,14,4,12,1.4,27.59,77.0
5,14,4,13,1.4,28.53,77.8
5,14,4,14,1.4,28.77,78.7
5,14,4,15,1.5,28.48,79.5
5,14,4,16,1.5,27.99,80.3
5,14,4,17,1.5,26.38,81.2
5,14,4,18,1.4,25.45,82.0
5,14,4,19,2.0,24.9,82.8
5,14,4,20,1.9,24.71,83.7
5,14,4,21,1.6,24.19,84.5
5,14,4,22,1.3,24.09,85.3
5,14,4,23,1.0,23.61,86.1
5,14,4,24,0.8,21.13,87.0
5,15,5,1,0.8,19.54,87.8
5,15,5,2,0.7,19.74,88.6
5,15,5,3,0.7,19.37,89.5
5,15,5,4,0.7,19.31,90.3
5,15,5,5,1.0,19.33,91.1
5,15,5,6,1.0,19.84,91.9
5,15,5,7,1.4,19.98,92.8
5,15,5,8,1.6,20.65,93.6
5,15,5,9,1.5,21.54,94.4
5,15,5,10,1.5,25.18,93.6
5,15,5,11,1.6,26.88,92.8
5,15,5,12,1.5,27.78,92.1
5,15,5,13,1.4,27.49,91.3
5,15,5,14,1.3,27.95,90.6
5,15,5,15,1.4,26.6,89.9
5,15,5,16,1.6,25.49,89.3
5,15,5,17,1.6,24.8,88.7
5,15,5,18,1.6,24.01,88.2
5,15,5,19,2.0,24.25,87.8
5,15,5,20,1.9,23.8,87.4
5,15,5,21,1.6,23.25,87.0
5,15,5,22,1.3,22.9,86.8
5,15,5,23,1.0,22.55,86.6
5,15,5,24,0.8,22.61,86.4
5,16,6,1,0.7,22.51,86.3
5,16,6,2,0.7,22.06,86.2
5,16,6,3,0.7,21.81,86.1
5,16,6,4,0.7,21.61,86.1
5,16,6,5,0.9,21.55,86.1
5,16,6,6,1.0,21.81,86.1
5,16,6,7,1.4,22.37,86.1
5,16,6,8,1.1,23.28,86.2
5,16,6,9,1.5,25.1,86.2
5,16,6,10,1.6,26.08,84.5
5,16,6,11,1.3,25.93,82.9
5,16,6,12,1.4,24.16,81.3
5,16,6,13,1.4,25.92,79.8
5,16,6,14,1.4,27.61,78.4
5,16,6,15,1.5,26.75,77.2
5,16,6,16,1.6,26.86,76.2
5,16,6,17,1.5,25.86,75.4
5,16,6,18,1.5,24.18,74.9
5,16,6,19,1.8,23.73,74.7
5,16,6,20,1.8,23.14,74.7
5,16,6,21,1.6,22.79,75.0
5,16,6,22,1.3,21.56,75.5
5,16,6,23,1.0,20.91,76.2
5,16,6,24,0.9,20.45,77.1
5,17,0,1,0.7,19.96,78.2
5,17,0,2,0.7,20.07,79.5
5,17,0,3,0.7,20.04,80.9
5,17,0,4,0.7,20.03,82.4
5,17,0,5,0.7,20.02,84.0
5,17,0,6,0.9,20.36,85.7
5,17,0,7,1.2,21.28,87.4
5,17,0,8,1.4,22.2,89.2
5,17,0,9,1.5,24.16,91.0
5,17,0,10,1.5,25.21,90.2
5,17,0,11,1.5,26.18,89.4
5,17,0,12,1.3,25.53,88.6
5,17,0,13,1.2,27.04,87.8
5,17,0,14,1.2,27.06,87.1
5,17,0,15,1.2,25.62,86.4
5,17,0,16,1.2,25.15,85.7
5,17,0,17,1.3,24.97,85.2
5,17,0,18,1.4,24.22,84.7
5,17,0,19,1.7,23.52,84.3
5,17,0,20,1.8,23.02,84.0
5,17,0,21,1.5,22.7,83.7
5,17,0,22,1.3,22.03,83.5
5,17,0,23,1.0,21.93,83.4
5,17,0,24,0.8,21.51,83.4
5,18,1,1,0.7,20.83,83.3
5,18,1,2,0.7,20.44,83.4
5,18,1,3,0.7,20.44,83.4
5,18,1,4,0.7,20.3,83.6
5,18,1,5,0.7,20.11,83.7
5,18,1,6,0.9,19.95,83.8
5,18,1,7,1.3,21.07,84.0
5,18,1,8,2.1,23.03,84.2
5,18,1,9,1.6,24.05,84.4
5,18,1,10,1.5,25.94,83.1
5,18,1,11,1.5,26.26,81.9
5,18,1,12,1.4,25.41,80.7
5,18,1,13,1.4,26.31,79.5
5,18,1,14,1.5,26.48,78.5
5,18,1,15,1.6,25.37,77.6
5,18,1,16,1.6,25.23,76.8
5,18,1,17,1.4,24.83,76.2
5,18,1,18,1.5,23.75,75.8
5,18,1,19,1.9,23.45,75.6
5,18,1,20,1.9,23.03,75.6
5,18,1,21,1.7,22.59,75.8
5,18,1,22,1.3,22.35,76.2
5,18,1,23,1.0,22.09,76.8
5,18,1,24,0.9,21.94,77.4
5,19,2,1,0.7,21.72,78.3
5,19,2,2,0.7,21.75,79.2
5,19,2,3,0.7,21.56,80.2
5,19,2,4,0.7,21.23,81.4
5,19,2,5,0.8,21.12,82.6
5,19,2,6,1.2,21.42,83.8
5,19,2,7,1.5,22.08,85.1
5,19,2,8,1.8,23.51,86.5
5,19,2,9,1.6,24.28,87.8
5,19,2,10,1.6,25.83,87.2
5,19,2,11,1.5,26.65,86.5
5,19,2,12,1.4,27.12,85.9
5,19,2,13,1.5,28.24,85.3
5,19,2,14,1.4,28.2,84.8
5,19,2,15,1.5,27.93,84.3
5,19,2,16,1.6,26.5,83.9
5,19,2,17,1.6,25.79,83.6
5,19,2,18,1.6,24.58,83.3
5,19,2,19,1.9,23.73,83.1
5,19,2,20,1.9,23.22,83.1
5,19,2,21,1.6,22.8,83.1
5,19,2,22,1.2,22.17,83.2
5,19,2,23,1.0,21.73,83.4
5,19,2,24,0.8,21.32,83.6
5,20,3,1,0.7,20.9,83.9
5,20,3,2,0.7,20.64,84.3
5,20,3,3,0.7,20.61,84.7
5,20,3,4,0.7,20.54,85.1
5,20,3,5,0.8,20.7,85.6
5,20,3,6,1.1,20.68,86.1
5,20,3,7,1.3,21.4,86.6
5,20,3,8,1.5,23.8,87.2
5,20,3,9,1.5,26.04,87.7
5,20,3,10,1.4,27.31,87.9
5,20,3,11,1.5,28.65,88.0
5,20,3,12,1.4,27.88,88.1
5,20,3,13,1.4,28.62,88.2
5,20,3,14,1.5,27.28,88.3
5,20,3,15,1.4,21.57,88.3
5,20,3,16,1.3,21.74,88.3
5,20,3,17,1.4,21.86,88.2
5,20,3,18,1.6,21.84,88.1
5,20,3,19,1.9,22.4,87.9
5,20,3,20,1.8,23.2,87.6
5,20,3,21,1.6,22.93,87.3
5,20,3,22,1.2,22.71,86.9
5,20,3,23,0.9,22.4,86.4
5,20,3,24,0.8,22.42,85.9
5,21,4,1,0.7,22.15,85.4
5,21,4,2,0.7,22.1,84.8
5,21,4,3,0.7,21.98,84.2
5,21,4,4,0.7,21.7,83.6
5,21,4,5,0.7,21.37,82.9
5,21,4,6,1.1,21.17,82.2
5,21,4,7,1.5,22.16,81.5
5,21,4,8,1.6,24.06,80.8
5,21,4,9,1.4,25.67,80.1
5,21,4,10,1.5,27.18,80.3
5,21,4,11,1.0,27.48,80.5
5,21,4,12,1.6,29.03,80.8
5,21,4,13,1.4,28.64,81.0
5,21,4,14,1.4,28.83,81.2
5,21,4,15,1.4,28.62,81.4
5,21,4,16,1.6,27.39,81.6
5,21,4,17,1.6,25.61,81.7
5,21,4,18,1.7,24.96,81.9
5,21,4,19,2.0,24.0,82.0
5,21,4,20,1.9,23.83,82.2
5,21,4,21,1.7,23.6,82.3
5,21,4,22,1.3,23.08,82.4
5,21,4,23,1.0,22.7,82.5
5,21,4,24,0.8,22.26,82.5
5,22,5,1,0.7,21.96,82.6
5,22,5,2,0.7,21.8,82.7
5,22,5,3,0.7,21.49,82.7
5,22,5,4,0.7,21.57,82.8
5,22,5,5,0.7,21.17,82.8
5,22,5,6,1.1,21.2,82.8
5,22,5,7,1.4,21.62,82.8
5,22,5,8,1.6,24.61,82.9
5,22,5,9,1.5,25.75,82.9
5,22,5,10,1.5,26.65,84.8
5,22,5,11,1.5,27.24,86.6
5,22,5,12,1.0,28.16,88.4
5,22,5,13,1.4,28.33,90.1
5,22,5,14,1.6,28.05,91.7
5,22,5,15,1.5,27.11,93.1
5,22,5,16,1.6,24.22,94.4
5,22,5,17,1.5,21.74,95.5
5,22,5,18,1.6,21.14,96.3
5,22,5,19,1.8,21.16,96.9
5,22,5,20,1.8,21.94,97.2
5,22,5,21,1.5,21.9,97.4
5,22,5,22,1.2,21.77,97.3
5,22,5,23,0.9,21.67,97.0
5,22,5,24,0.8,21.29,96.5
5,23,6,1,0.7,21.27,95.9
5,23,6,2,0.7,21.27,95.2
5,23,6,3,0.7,21.22,94.3
5,23,6,4,0.7,21.0,93.4
5,23,6,5,0.7,20.66,92.3
5,23,6,6,1.1,20.85,91.2
5,23,6,7,1.5,21.67,90.0
5,23,6,8,1.5,22.61,88.8
5,23,6,9,1.4,23.61,87.6
5,23,6,10,1.4,25.65,86.0
5,23,6,11,1.4,27.35,84.5
5,23,6,12,1.5,27.24,83.0
5,23,6,13,1.5,28.27,81.5
5,23,6,14,1.5,27.93,80.1
5,23,6,15,1.4,27.92,78.9
5,23,6,16,1.4,27.15,77.7
5,23,6,17,1.4,26.05,76.7
5,23,6,18,1.5,25.09,75.9
5,23,6,19,2.0,24.68,75.2
5,23,6,20,1.9,24.3,74.8
5,23,6,21,1.6,23.6,74.4
5,23,6,22,1.3,22.93,74.2
5,23,6,23,1.0,22.55,74.2
5,23,6,24,0.8,22.08,74.3
5,24,0,1,0.7,21.68,74.4
5,24,0,2,0.7,21.09,74.7
5,24,0,3,0.7,20.9,75.1
5,24,0,4,0.7,20.8,75.5
5,24,0,5,0.8,20.75,76.0
5,24,0,6,1.0,21.04,76.6
5,24,0,7,1.2,22.29,77.2
5,24,0,8,1.4,24.11,77.8
5,24,0,9,1.5,25.65,78.4
5,24,0,10,1.5,26.47,77.6
5,24,0,11,1.4,27.73,76.8
5,24,0,12,1.4,28.28,76.0
5,24,0,13,1.3,28.5,75.3
5,24,0,14,1.3,28.61,74.7
5,24,0,15,1.3,28.88,74.2
5,24,0,16,1.3,27.43,73.8
5,24,0,17,1.4,26.46,73.5
5,24,0,18,1.5,24.87,73.4
5,24,0,19,1.8,24.23,73.5
5,24,0,20,1.8,24.08,73.7
5,24,0,21,1.6,23.8,74.1
5,24,0,22,1.3,23.3,74.6
5,24,0,23,1.0,22.96,75.2
5,24,0,24,0.8,22.48,76.0
5,25,1,1,0.6,22.16,76.9
5,25,1,2,0.7,21.89,77.8
5,25,1,3,0.7,21.54,78.9
5,25,1,4,0.7,21.45,80.0
5,25,1,5,0.8,21.34,81.2
5,25,1,6,1.2,21.15,82.4
5,25,1,7,1.6,22.17,83.6
5,25,1,8,1.9,24.43,84.9
5,25,1,9,1.7,26.13,86.2
5,25,1,10,1.6,27.18,87.0
5,25,1,11,1.6,27.58,87.7
5,25,1,12,1.5,28.63,88.4
5,25,1,13,1.4,28.94,89.0
5,25,1,14,1.5,28.77,89.5
5,25,1,15,1.8,28.17,89.9
5,25,1,16,1.9,27.54,90.2
5,25,1,17,1.7,26.37,90.2
5,25,1,18,1.7,25.67,90.1
5,25,1,19,2.0,25.18,89.7
5,25,1,20,2.0,24.87,89.2
5,25,1,21,1.6,24.42,88.4
5,25,1,22,1.2,23.87,87.5
5,25,1,23,1.0,23.82,86.4
5,25,1,24,1.0,22.52,85.1
5,26,2,1,0.8,22.28,83.8
5,26,2,2,0.8,21.92,82.2
5,26,2,3,0.7,21.7,80.6
5,26,2,4,0.7,21.62,78.9
5,26,2,5,0.9,21.1,77.2
5,26,2,6,1.1,21.22,75.3
5,26,2,7,1.4,21.94,73.4
5,26,2,8,1.6,24.14,71.5
5,26,2,9,1.5,25.39,69.6
5,26,2,10,1.6,26.87,70.6
5,26,2,11,1.6,27.95,71.6
5,26,2,12,1.5,28.23,72.6
5,26,2,13,1.7,28.5,73.5
5,26,2,14,1.9,28.46,74.5
5,26,2,15,1.7,28.23,75.3
5,26,2,16,1.7,27.81,76.2
5,26,2,17,1.6,25.95,77.0
5,26,2,18,1.7,24.96,77.7
5,26,2,19,2.1,24.42,78.4
5,26,2,20,2.0,24.01,79.0
5,26,2,21,1.6,23.59,79.5
5,26,2,22,1.2,23.34,80.0
5,26,2,23,1.0,23.01,80.4
5,26,2,24,0.8,22.74,80.8
5,27,3,1,0.8,22.6,81.2
5,27,3,2,0.8,22.42,81.5
5,27,3,3,0.8,21.03,81.7
5,27,3,4,0.8,20.24,82.0
5,27,3,5,0.8,19.46,82.2
5,27,3,6,1.1,19.54,82.4
5,27,3,7,1.4,19.47,82.6
5,27,3,8,1.6,22.12,82.8
5,27,3,9,1.5,24.99,83.0
5,27,3,10,1.6,27.17,82.0
5,27,3,11,1.6,27.17,81.1
5,27,3,12,1.5,27.63,80.1
5,27,3,13,1.5,28.17,79.2
5,27,3,14,1.5,28.2,78.4
5,27,3,15,1.5,28.78,77.6
5,27,3,16,1.5,27.74,76.9
5,27,3,17,1.5,25.96,76.3
5,27,3,18,1.6,24.65,75.8
5,27,3,19,2.0,24.18,75.4
5,27,3,20,1.8,23.98,75.1
5,27,3,21,1.7,23.34,74.9
5,27,3,22,1.6,23.26,74.9
5,27,3,23,1.0,22.99,74.8
5,27,3,24,0.8,22.61,74.9
5,28,4,1,0.8,22.22,75.1
5,28,4,2,0.8,21.55,75.3
5,28,4,3,0.8,20.57,75.5
5,28,4,4,0.8,21.22,75.8
5,28,4,5,0.8,21.05,76.2
5,28,4,6,1.1,21.26,76.6
5,28,4,7,1.6,21.44,77.0
5,28,4,8,1.7,22.61,77.4
5,28,4,9,1.5,24.21,77.8
5,28,4,10,1.6,25.3,77.2
5,28,4,11,1.6,26.92,76.7
5,28,4,12,1.5,27.44,76.2
5,28,4,13,1.5,27.54,75.7
5,28,4,14,1.5,26.64,75.2
5,28,4,15,1.5,27.51,74.9
5,28,4,16,1.5,27.3,74.6
5,28,4,17,1.5,25.49,74.4
5,28,4,18,1.6,24.28,74.3
5,28,4,19,1.9,23.85,74.3
5,28,4,20,1.8,23.46,74.5
5,28,4,21,1.6,22.91,74.7
5,28,4,22,1.2,22.25,75.1
5,28,4,23,1.0,21.91,75.5
5,28,4,24,0.8,21.55,76.0
5,29,5,1,0.7,21.76,76.6
5,29,5,2,0.7,21.39,77.2
5,29,5,3,0.7,21.12,77.9
5,29,5,4,0.7,21.15,78.7
5,29,5,5,0.9,20.98,79.5
5,29,5,6,1.0,21.04,80.3
5,29,5,7,1.5,21.63,81.2
5,29,5,8,1.6,23.01,82.0
5,29,5,9,1.5,24.87,82.9
5,29,5,10,1.6,26.94,81.6
5,29,5,11,1.6,27.78,80.3
5,29,5,12,1.5,28.35,79.0
5,29,5,13,1.5,28.55,77.9
5,29,5,14,1.6,28.69,76.8
5,29,5,15,1.6,28.2,75.9
5,29,5,16,1.6,25.91,75.1
5,29,5,17,1.6,25.69,74.4
5,29,5,18,1.7,24.39,74.0
5,29,5,19,2.2,23.93,73.8
5,29,5,20,1.8,23.5,73.8
5,29,5,21,1.7,22.99,74.0
5,29,5,22,1.2,22.5,74.3
5,29,5,23,1.0,21.93,74.8
5,29,5,24,0.8,21.68,75.5
5,30,6,1,0.7,21.23,76.3
5,30,6,2,0.7,20.82,77.2
5,30,6,3,0.8,20.34,78.2
5,30,6,4,0.8,20.21,79.3
5,30,6,5,0.8,20.37,80.5
5,30,6,6,1.1,20.7,81.8
5,30,6,7,1.5,21.67,83.1
5,30,6,8,1.6,23.12,84.4
5,30,6,9,1.5,23.22,85.7
5,30,6,10,1.5,24.23,83.2
5,30,6,11,1.5,26.18,80.8
5,30,6,12,1.4,28.17,78.4
5,30,6,13,1.4,28.09,76.2
5,30,6,14,1.4,27.87,74.1
5,30,6,15,1.4,26.58,72.3
5,30,6,16,1.4,27.36,70.8
5,30,6,17,1.4,26.06,69.5
5,30,6,18,1.9,24.66,68.6
5,30,6,19,2.2,23.92,68.1
5,30,6,20,2.0,23.43,67.9
5,30,6,21,1.7,22.93,68.1
5,30,6,22,1.4,22.31,68.7
5,30,6,23,1.0,22.06,69.5
5,30,6,24,0.8,21.36,70.6
5,31,0,1,0.7,21.2,71.9
5,31,0,2,0.7,21.08,73.4
5,31,0,3,0.7,20.7,75.1
5,31,0,4,0.7,20.35,77.0
5,31,0,5,0.7,20.12,79.0
5,31,0,6,1.0,20.37,81.1
5,31,0,7,1.5,21.52,83.3
5,31,0,8,1.7,24.06,85.5
5,31,0,9,1.8,26.24,87.8
5,31,0,10,1.6,27.47,86.4
5,31,0,11,1.3,29.12,84.9
5,31,0,12,1.2,30.34,83.6
5,31,0,13,1.2,30.33,82.2
5,31,0,14,1.4,29.67,80.9
5,31,0,15,1.6,28.05,79.8
5,31,0,16,1.7,27.21,78.7
5,31,0,17,1.4,25.93,77.7
5,31,0,18,1.5,25.37,76.9
5,31,0,19,1.9,24.98,76.2
5,31,0,20,1.8,23.9,75.7
5,31,0,21,1.6,23.44,75.3
5,31,0,22,1.4,23.24,75.0
5,31,0,23,1.0,22.89,74.9
5,31,0,24,0.8,22.65,74.8
6,1,1,1,0.7,22.65,74.8
6,1,1,2,0.7,22.53,75.0
6,1,1,3,0.7,22.01,75.1
6,1,1,4,0.7,22.11,75.4
6,1,1,5,0.9,21.86,75.7
6,1,1,6,1.4,21.82,76.0
6,1,1,7,1.6,22.73,76.4
6,1,1,8,1.6,25.24,76.8
6,1,1,9,1.4,27.96,77.2
6,1,1,10,1.6,28.88,76.6
6,1,1,11,1.6,30.45,76.0
6,1,1,12,1.5,31.57,75.5
6,1,1,13,1.5,29.45,75.0
6,1,1,14,1.6,26.91,74.5
6,1,1,15,1.5,25.72,74.1
6,1,1,16,1.5,24.54,73.8
6,1,1,17,1.5,25.4,73.6
6,1,1,18,1.5,24.93,73.5
6,1,1,19,2.0,24.74,73.5
6,1,1,20,1.8,24.26,73.6
6,1,1,21,1.5,24.25,73.8
6,1,1,22,1.3,24.1,74.1
6,1,1,23,1.0,22.52,74.5
6,1,1,24,1.0,21.39,75.0
6,2,2,1,0.8,21.18,75.5
6,2,2,2,0.8,21.59,76.2
6,2,2,3,0.8,19.83,76.8
6,2,2,4,0.8,19.32,77.5
6,2,2,5,0.8,19.39,78.3
6,2,2,6,1.0,19.38,79.0
6,2,2,7,1.4,19.78,79.9
6,2,2,8,1.5,20.15,80.7
6,2,2,9,1.4,21.35,81.5
6,2,2,10,1.6,25.81,81.7
6,2,2,11,1.5,26.6,81.9
6,2,2,12,1.5,25.54,82.1
6,2,2,13,1.4,24.89,82.3
6,2,2,14,1.4,25.55,82.4
6,2,2,15,1.5,25.81,82.6
6,2,2,16,1.5,24.9,82.7
6,2,2,17,1.5,23.61,82.8
6,2,2,18,1.5,22.68,82.8
6,2,2,19,1.8,22.3,82.8
6,2,2,20,1.7,22.31,82.8
6,2,2,21,1.5,22.05,82.7
6,2,2,22,1.2,21.83,82.6
6,2,2,23,0.9,21.92,82.4
6,2,2,24,0.7,21.73,82.3
6,3,3,1,0.7,21.7,82.1
6,3,3,2,0.7,21.72,81.9
6,3,3,3,0.7,21.63,81.6
6,3,3,4,0.7,21.57,81.4
6,3,3,5,0.7,21.44,81.1
6,3,3,6,1.0,21.42,80.9
6,3,3,7,1.2,21.82,80.6
6,3,3,8,1.4,23.76,80.3
6,3,3,9,1.5,24.61,80.0
6,3,3,10,1.5,25.37,79.5
6,3,3,11,1.4,26.39,79.0
6,3,3,12,1.4,27.18,78.5
6,3,3,13,1.3,25.17,78.1
6,3,3,14,1.3,25.17,77.7
6,3,3,15,1.3,27.78,77.4
6,3,3,16,1.3,27.87,77.3
6,3,3,17,1.3,25.94,77.2
6,3,3,18,1.5,24.74,77.3
6,3,3,19,1.8,24.27,77.5
6,3,3,20,1.7,23.64,77.9
6,3,3,21,1.5,23.47,78.4
6,3,3,22,1.2,23.07,79.0
6,3,3,23,0.9,22.65,79.8
6,3,3,24,0.8,22.65,80.6
6,4,4,1,0.7,22.21,81.6
6,4,4,2,0.7,21.9,82.6
6,4,4,3,0.7,21.82,83.7
6,4,4,4,0.7,21.94,84.8
6,4,4,5,0.7,21.79,86.0
6,4,4,6,1.0,22.02,87.2
6,4,4,7,1.3,22.68,88.5
6,4,4,8,1.5,23.48,89.8
6,4,4,9,1.4,25.07,91.1
6,4,4,10,1.5,25.73,91.3
6,4,4,11,1.5,26.94,91.5
6,4,4,12,1.4,25.0,91.6
6,4,4,13,1.3,25.99,91.8
6,4,4,14,1.4,23.85,92.0
6,4,4,15,1.5,23.17,92.2
6,4,4,16,1.4,22.98,92.4
6,4,4,17,1.4,22.93,92.6
6,4,4,18,2.6,22.68,92.8
6,4,4,19,1.8,22.68,93.0
6,4,4,20,1.7,22.55,93.2
6,4,4,21,1.5,22.23,93.4
6,4,4,22,1.2,21.64,93.6
6,4,4,23,1.0,20.95,93.9
6,4,4,24,0.9,20.7,94.1
6,5,5,1,0.7,20.77,94.3
6,5,5,2,0.7,20.91,94.5
6,5,5,3,0.7,20.85,94.8
6,5,5,4,0.7,20.44,95.0
6,5,5,5,0.7,20.54,95.2
6,5,5,6,1.0,20.9,95.5
6,5,5,7,1.2,20.57,95.7
6,5,5,8,1.4,19.68,96.0
6,5,5,9,1.4,20.1,96.2
6,5,5,10,1.3,20.42,94.6
6,5,5,11,1.2,21.17,93.0
6,5,5,12,1.2,23.42,91.5
6,5,5,13,1.2,25.4,90.0
6,5,5,14,1.1,26.11,88.7
6,5,5,15,1.1,27.4,87.4
6,5,5,16,1.1,27.59,86.2
6,5,5,17,1.3,25.17,85.2
6,5,5,18,1.6,23.48,84.4
6,5,5,19,1.8,21.95,83.8
6,5,5,20,1.7,21.81,83.3
6,5,5,21,1.6,21.54,83.0
6,5,5,22,1.2,21.29,82.8
6,5,5,23,0.9,21.19,82.8
6,5,5,24,0.8,21.39,83.0
6,6,6,1,0.7,21.17,83.2
6,6,6,2,0.7,20.89,83.5
6,6,6,3,0.7,20.91,84.0
6,6,6,4,0.7,20.73,84.5
6,6,6,5,0.8,20.65,85.0
6,6,6,6,1.0,20.67,85.7
6,6,6,7,1.5,21.53,86.3
6,6,6,8,1.7,22.83,87.0
6,6,6,9,1.6,23.52,87.7
6,6,6,10,1.4,25.59,89.1
6,6,6,11,1.4,25.8,90.4
6,6,6,12,1.4,25.87,91.7
6,6,6,13,1.3,26.1,92.9
6,6,6,14,1.3,25.87,93.9
6,6,6,15,1.4,25.83,94.9
6,6,6,16,1.3,26.71,95.6
6,6,6,17,1.4,25.49,96.1
6,6,6,18,1.5,23.97,96.4
6,6,6,19,1.7,23.16,96.4
6,6,6,20,1.6,22.76,96.2
6,6,6,21,1.5,22.45,95.7
6,6,6,22,1.2,21.82,95.1
6,6,6,23,1.0,21.52,94.2
6,6,6,24,0.9,21.21,93.1
6,7,0,1,0.8,21.12,91.9
6,7,0,2,0.8,21.12,90.5
6,7,0,3,0.8,20.78,89.1
6,7,0,4,0.8,20.79,87.5
6,7,0,5,0.8,20.47,85.8
6,7,0,6,1.0,21.07,84.0
6,7,0,7,1.1,21.83,82.2
6,7,0,8,1.2,24.1,80.4
6,7,0,9,1.5,25.8,78.5
6,7,0,10,1.2,26.4,79.1
6,7,0,11,1.2,27.74,79.6
6,7,0,12,1.2,28.15,80.1
6,7,0,13,1.1,28.35,80.6
6,7,0,14,1.2,28.06,81.0
6,7,0,15,1.2,28.02,81.4
6,7,0,16,1.2,27.35,81.7
6,7,0,17,1.2,25.78,81.9
6,7,0,18,1.4,25.09,82.0
6,7,0,19,1.6,24.55,82.0
6,7,0,20,1.6,23.97,81.9
6,7,0,21,1.7,23.45,81.6
6,7,0,22,1.2,22.99,81.3
6,7,0,23,0.9,22.48,80.9
6,7,0,24,0.9,22.27,80.4
6,8,1,1,0.9,21.91,79.9
6,8,1,2,0.9,21.41,79.3
6,8,1,3,0.9,20.93,78.6
6,8,1,4,0.9,20.48,77.9
6,8,1,5,0.9,20.09,77.1
6,8,1,6,0.9,20.35,76.4
6,8,1,7,1.2,21.59,75.6
6,8,1,8,1.4,24.86,74.7
6,8,1,9,1.4,26.27,73.9
6,8,1,10,1.4,27.7,74.6
6,8,1,11,1.4,29.0,75.4
6,8,1,12,1.3,29.71,76.1
6,8,1,13,1.6,28.76,76.7
6,8,1,14,1.4,28.8,77.3
6,8,1,15,1.4,26.83,77.8
6,8,1,16,1.3,26.01,78.3
6,8,1,17,1.4,25.73,78.7
6,8,1,18,1.4,24.57,78.9
6,8,1,19,1.6,23.81,79.0
6,8,1,20,1.6,23.27,79.0
6,8,1,21,1.4,23.08,79.0
6,8,1,22,1.1,22.63,78.8
6,8,1,23,0.9,22.08,78.5
6,8,1,24,0.8,21.47,78.1
6,9,2,1,1.0,21.22,77.7
6,9,2,2,1.0,20.77,77.2
6,9,2,3,1.0,20.47,76.7
6,9,2,4,1.0,20.4,76.1
6,9,2,5,1.0,20.39,75.4
6,9,2,6,1.4,20.78,74.7
6,9,2,7,1.8,21.76,74.0
6,9,2,8,2.1,24.03,73.3
6,9,2,9,2.0,25.6,72.6
6,9,2,10,2.1,26.89,73.2
