month,day,baar,time,eldata,tmdata,hddata
1,1,6,1,0.6,17.19,58.8
1,1,6,2,0.6,16.46,59.7
1,1,6,3,0.6,15.69,60.8
1,1,6,4,0.6,15.7,62.1
1,1,6,5,0.7,15.38,63.4
1,1,6,6,1.0,15.49,64.8
1,1,6,7,1.2,16.56,66.2
1,1,6,8,1.3,18.84,67.7
1,1,6,9,1.3,20.95,69.2
1,1,6,10,1.3,22.99,68.2
1,1,6,11,1.2,24.72,67.2
1,1,6,12,1.0,26.1,66.3
1,1,6,13,1.0,27.03,65.5
1,1,6,14,0.9,27.14,64.8
1,1,6,15,1.0,26.79,64.3
1,1,6,16,1.0,25.77,64.0
1,1,6,17,1.0,24.73,64.0
1,1,6,18,1.2,24.0,64.3
1,1,6,19,1.6,23.5,64.9
1,1,6,20,1.5,23.04,65.8
1,1,6,21,1.3,22.75,67.0
1,1,6,22,1.1,19.34,68.4
1,1,6,23,0.8,18.49,70.1
1,1,6,24,0.7,18.12,72.0
1,2,0,1,0.6,15.66,74.1
1,2,0,2,0.6,15.61,76.4
1,2,0,3,0.6,15.87,78.8
1,2,0,4,0.6,15.15,81.3
1,2,0,5,0.6,14.94,84.0
1,2,0,6,0.8,14.87,86.8
1,2,0,7,1.0,14.79,89.6
1,2,0,8,1.3,14.84,92.4
1,2,0,9,1.4,14.93,95.3
1,2,0,10,1.3,15.74,90.6
1,2,0,11,1.2,17.28,86.0
1,2,0,12,1.1,19.41,81.5
1,2,0,13,1.0,21.9,77.2
1,2,0,14,1.0,22.74,73.2
1,2,0,15,1.0,23.24,69.6
1,2,0,16,1.0,23.57,66.3
1,2,0,17,1.0,22.73,63.5
1,2,0,18,1.2,21.92,61.3
1,2,0,19,1.6,20.49,59.7
1,2,0,20,1.6,19.25,58.6
1,2,0,21,1.4,18.2,58.1
1,2,0,22,1.0,18.01,58.1
1,2,0,23,0.8,17.14,58.5
1,2,0,24,0.6,16.47,59.3
1,3,1,1,0.6,16.37,60.6
1,3,1,2,0.6,15.82,62.1
1,3,1,3,0.6,15.6,63.9
1,3,1,4,0.6,15.18,66.0
1,3,1,5,0.6,14.97,68.3
1,3,1,6,0.9,15.14,70.7
1,3,1,7,1.2,16.52,73.3
1,3,1,8,1.5,18.84,75.9
1,3,1,9,1.4,21.16,78.6
1,3,1,10,1.3,22.59,76.5
1,3,1,11,1.3,24.04,74.4
1,3,1,12,1.3,25.35,72.3
1,3,1,13,1.2,26.35,70.4
1,3,1,14,1.4,26.51,68.6
1,3,1,15,1.6,26.28,67.0
1,3,1,16,1.5,26.02,65.5
1,3,1,17,1.5,25.35,64.3
1,3,1,18,1.4,24.02,63.4
1,3,1,19,1.7,22.92,62.8
1,3,1,20,1.7,21.92,62.4
1,3,1,21,1.5,20.62,62.3
1,3,1,22,1.1,19.7,62.5
1,3,1,23,0.8,18.78,62.8
1,3,1,24,0.7,18.15,63.4
1,4,2,1,0.6,17.33,64.1
1,4,2,2,0.6,16.43,65.0
1,4,2,3,0.6,15.58,66.1
1,4,2,4,0.6,15.3,67.3
1,4,2,5,0.6,15.33,68.5
1,4,2,6,0.9,15.92,69.9
1,4,2,7,1.3,17.56,71.3
1,4,2,8,1.4,19.73,72.7
1,4,2,9,1.4,21.53,74.2
1,4,2,10,1.3,23.24,72.5
1,4,2,11,1.3,24.7,70.8
1,4,2,12,1.2,25.61,69.2
1,4,2,13,0.9,26.2,67.6
1,4,2,14,0.9,27.0,66.2
1,4,2,15,0.9,27.17,65.0
1,4,2,16,0.9,26.65,63.9
1,4,2,17,0.9,25.65,63.0
1,4,2,18,1.0,24.43,62.4
1,4,2,19,1.3,23.32,62.0
1,4,2,20,2.0,22.26,61.9
1,4,2,21,1.6,21.26,62.1
1,4,2,22,1.2,20.31,62.4
1,4,2,23,0.8,19.76,63.0
1,4,2,24,0.7,19.48,63.7
1,5,3,1,0.7,19.22,64.6
1,5,3,2,0.6,18.47,65.7
1,5,3,3,0.6,18.41,66.9
1,5,3,4,0.6,17.72,68.2
1,5,3,5,0.7,17.46,69.5
1,5,3,6,1.0,17.82,71.0
1,5,3,7,1.3,19.04,72.5
1,5,3,8,1.5,21.24,74.0
1,5,3,9,1.4,23.87,75.6
1,5,3,10,1.4,25.45,74.2
1,5,3,11,1.3,26.21,72.8
1,5,3,12,1.3,25.67,71.5
1,5,3,13,1.3,25.81,70.3
1,5,3,14,1.3,26.35,69.2
1,5,3,15,1.3,25.93,68.3
1,5,3,16,1.3,25.82,67.5
1,5,3,17,1.4,25.64,67.0
1,5,3,18,1.5,24.91,66.7
1,5,3,19,1.8,24.12,66.7
1,5,3,20,1.8,23.44,66.9
1,5,3,21,1.6,22.8,67.4
1,5,3,22,1.2,21.67,68.1
1,5,3,23,0.9,20.95,68.9
1,5,3,24,0.8,20.48,70.0
1,6,4,1,0.6,20.05,71.3
1,6,4,2,0.6,19.81,72.6
1,6,4,3,0.6,19.69,74.2
1,6,4,4,0.6,19.53,75.8
1,6,4,5,0.7,19.41,77.5
1,6,4,6,1.0,19.68,79.3
1,6,4,7,1.7,20.24,81.1
1,6,4,8,1.9,20.78,83.0
1,6,4,9,1.7,21.12,84.9
1,6,4,10,1.4,22.61,84.1
1,6,4,11,1.4,24.73,83.4
1,6,4,12,1.3,24.86,82.7
1,6,4,13,1.3,23.63,82.0
1,6,4,14,1.3,22.15,81.5
1,6,4,15,1.3,20.61,81.0
1,6,4,16,1.4,19.36,80.7
1,6,4,17,1.3,20.18,80.5
1,6,4,18,1.3,19.75,80.5
1,6,4,19,1.7,19.23,80.7
1,6,4,20,1.8,18.68,81.0
1,6,4,21,1.5,17.83,81.5
1,6,4,22,1.1,17.2,82.2
1,6,4,23,0.8,16.89,83.0
1,6,4,24,0.7,16.42,84.0
1,7,5,1,0.6,15.92,85.0
1,7,5,2,0.6,16.39,86.2
1,7,5,3,0.6,16.76,87.4
1,7,5,4,0.6,16.69,88.7
1,7,5,5,0.6,16.77,90.1
1,7,5,6,1.0,17.04,91.5
1,7,5,7,1.3,18.37,93.0
1,7,5,8,1.5,19.01,94.5
1,7,5,9,1.4,19.54,96.0
1,7,5,10,1.3,19.44,93.9
1,7,5,11,1.2,18.6,91.8
1,7,5,12,1.2,19.19,89.8
1,7,5,13,1.2,19.85,88.0
1,7,5,14,1.2,21.69,86.2
1,7,5,15,1.2,22.37,84.7
1,7,5,16,1.2,22.26,83.4
1,7,5,17,1.2,21.89,82.4
1,7,5,18,1.7,21.51,81.7
1,7,5,19,1.8,20.71,81.3
1,7,5,20,1.7,19.91,81.3
1,7,5,21,1.5,19.5,81.6
1,7,5,22,1.1,19.33,82.1
1,7,5,23,0.9,18.95,82.9
1,7,5,24,0.7,18.22,84.0
1,8,6,1,0.6,17.85,85.2
1,8,6,2,0.6,17.48,86.7
1,8,6,3,0.6,17.27,88.3
1,8,6,4,0.6,17.22,90.0
1,8,6,5,0.6,17.32,91.9
1,8,6,6,0.9,17.37,93.8
1,8,6,7,1.4,17.54,95.8
1,8,6,8,1.5,17.8,97.9
1,8,6,9,1.4,18.17,100.0
1,8,6,10,1.3,19.69,96.4
1,8,6,11,1.2,21.52,92.8
1,8,6,12,1.2,23.52,89.4
1,8,6,13,1.3,24.9,86.1
1,8,6,14,1.3,25.87,83.0
1,8,6,15,1.2,26.37,80.2
1,8,6,16,1.2,26.09,77.8
1,8,6,17,1.2,24.73,75.7
1,8,6,18,1.3,23.73,74.1
1,8,6,19,1.7,23.2,73.0
1,8,6,20,1.7,22.6,72.3
1,8,6,21,1.6,21.85,72.0
1,8,6,22,1.2,21.49,72.2
1,8,6,23,0.8,21.38,72.7
1,8,6,24,0.7,20.87,73.6
1,9,0,1,0.6,20.8,74.7
1,9,0,2,0.6,20.58,76.1
1,9,0,3,0.6,20.09,77.8
1,9,0,4,0.6,19.96,79.6
1,9,0,5,0.7,19.96,81.6
1,9,0,6,0.9,20.06,83.8
1,9,0,7,1.2,20.52,86.0
1,9,0,8,1.3,20.87,88.4
1,9,0,9,1.5,19.23,90.7
1,9,0,10,1.3,20.05,90.1
1,9,0,11,1.3,21.29,89.6
1,9,0,12,1.2,20.74,89.1
1,9,0,13,1.1,21.29,88.6
1,9,0,14,1.1,20.92,88.2
1,9,0,15,1.1,21.1,87.8
1,9,0,16,1.1,21.1,87.6
1,9,0,17,1.1,21.58,87.4
1,9,0,18,1.1,21.36,87.3
1,9,0,19,1.6,20.3,87.3
1,9,0,20,1.8,20.18,87.5
1,9,0,21,1.4,20.17,87.7
1,9,0,22,1.0,19.88,88.1
1,9,0,23,0.8,17.89,88.5
1,9,0,24,0.6,16.76,89.0
1,10,1,1,0.6,16.8,89.6
1,10,1,2,0.6,16.44,90.3
1,10,1,3,0.6,16.4,91.0
1,10,1,4,0.6,16.61,91.7
1,10,1,5,0.6,16.56,92.5
1,10,1,6,1.0,16.8,93.3
1,10,1,7,1.4,17.44,94.2
1,10,1,8,1.5,18.24,95.0
1,10,1,9,1.4,18.87,95.9
1,10,1,10,1.3,19.32,94.3
1,10,1,11,1.3,19.64,92.6
1,10,1,12,1.1,20.41,91.1
1,10,1,13,1.1,21.54,89.5
1,10,1,14,1.1,22.1,88.1
1,10,1,15,1.1,21.78,86.7
1,10,1,16,1.1,21.95,85.5
1,10,1,17,1.3,21.32,84.4
1,10,1,18,1.4,18.52,83.5
1,10,1,19,1.7,18.27,82.7
1,10,1,20,1.8,18.09,82.1
1,10,1,21,1.5,17.72,81.7
1,10,1,22,1.2,16.89,81.4
1,10,1,23,0.8,16.48,81.2
1,10,1,24,0.7,16.01,81.2
1,11,2,1,0.7,15.51,81.2
1,11,2,2,0.7,15.2,81.4
1,11,2,3,0.7,15.47,81.6
1,11,2,4,0.7,15.64,81.9
1,11,2,5,0.6,15.22,82.3
1,11,2,6,1.0,15.84,82.7
1,11,2,7,1.4,17.35,83.1
1,11,2,8,1.5,18.76,83.6
1,11,2,9,1.3,22.08,84.1
1,11,2,10,1.3,23.79,81.6
1,11,2,11,1.3,25.31,79.2
1,11,2,12,1.3,25.43,76.8
1,11,2,13,1.3,25.92,74.5
1,11,2,14,1.3,26.06,72.4
1,11,2,15,1.2,26.21,70.4
1,11,2,16,1.2,26.27,68.7
1,11,2,17,1.3,25.5,67.2
1,11,2,18,1.3,23.93,66.0
1,11,2,19,1.6,22.9,65.1
1,11,2,20,1.7,22.18,64.5
1,11,2,21,1.6,21.99,64.2
1,11,2,22,1.2,21.21,64.1
1,11,2,23,0.8,20.19,64.3
1,11,2,24,0.6,19.3,64.7
1,12,3,1,0.6,18.68,65.3
1,12,3,2,0.6,18.15,66.0
1,12,3,3,0.7,17.83,66.9
1,12,3,4,0.7,17.34,67.9
1,12,3,5,0.7,17.1,69.0
1,12,3,6,1.1,17.69,70.3
1,12,3,7,1.6,19.13,71.5
1,12,3,8,1.8,21.71,72.9
1,12,3,9,1.5,24.65,74.2
1,12,3,10,1.4,26.52,71.3
1,12,3,11,1.3,27.26,68.4
1,12,3,12,1.2,27.41,65.6
1,12,3,13,1.3,27.95,62.9
1,12,3,14,1.2,28.17,60.4
1,12,3,15,1.2,27.78,58.0
1,12,3,16,1.2,27.45,55.9
1,12,3,17,1.3,26.51,54.1
1,12,3,18,1.3,25.72,52.6
1,12,3,19,1.7,24.88,51.4
1,12,3,20,1.8,23.52,50.6
1,12,3,21,1.5,22.14,50.1
1,12,3,22,1.3,20.85,49.9
1,12,3,23,0.8,19.63,49.9
1,12,3,24,0.7,18.21,50.2
1,13,4,1,0.6,17.68,50.6
1,13,4,2,0.6,16.98,51.3
1,13,4,3,0.6,16.16,52.1
1,13,4,4,0.6,15.51,53.1
1,13,4,5,0.7,14.95,54.2
1,13,4,6,1.0,15.93,55.4
1,13,4,7,1.4,17.94,56.7
1,13,4,8,1.4,20.8,58.0
1,13,4,9,1.3,23.94,59.3
1,13,4,10,1.4,26.09,57.1
1,13,4,11,1.3,27.11,54.9
1,13,4,12,1.3,28.56,52.8
1,13,4,13,1.3,28.61,50.8
1,13,4,14,1.2,28.82,49.0
1,13,4,15,1.2,28.63,47.3
1,13,4,16,1.3,28.26,46.7
1,13,4,17,1.3,27.44,46.6
1,13,4,18,1.3,26.2,46.6
1,13,4,19,1.6,25.07,46.5
1,13,4,20,1.8,23.79,46.5
1,13,4,21,1.4,22.65,46.5
1,13,4,22,1.2,21.83,46.5
1,13,4,23,0.8,20.81,46.6
1,13,4,24,0.7,19.53,46.6
1,14,5,1,0.6,18.32,46.7
1,14,5,2,0.6,17.4,46.9
1,14,5,3,0.6,16.95,48.2
1,14,5,4,0.6,16.19,49.7
1,14,5,5,0.7,15.75,51.2
1,14,5,6,1.0,16.57,52.9
1,14,5,7,1.4,18.58,54.6
1,14,5,8,1.4,21.07,56.4
1,14,5,9,1.3,24.09,58.2
1,14,5,10,1.3,26.08,55.3
1,14,5,11,1.3,27.62,52.4
1,14,5,12,1.2,27.83,49.6
1,14,5,13,1.2,28.43,47.0
1,14,5,14,1.2,28.36,47.5
1,14,5,15,1.3,28.56,48.6
1,14,5,16,1.3,28.01,50.6
1,14,5,17,1.3,27.1,49.2
1,14,5,18,1.4,24.51,48.1
1,14,5,19,1.7,23.32,47.5
1,14,5,20,1.8,22.7,47.3
1,14,5,21,1.6,21.4,47.6
1,14,5,22,1.2,20.72,48.2
1,14,5,23,0.8,19.73,49.2
1,14,5,24,0.6,18.86,50.5
1,15,6,1,0.7,18.1,47.4
1,15,6,2,0.7,17.24,48.0
1,15,6,3,0.6,16.4,48.5
1,15,6,4,0.6,16.23,48.1
1,15,6,5,0.6,15.53,50.5
1,15,6,6,1.0,16.48,53.0
1,15,6,7,1.3,18.19,55.6
1,15,6,8,1.4,20.83,58.2
1,15,6,9,1.4,23.54,60.9
1,15,6,10,1.3,25.53,60.3
1,15,6,11,1.3,27.54,59.7
1,15,6,12,1.2,28.19,59.2
1,15,6,13,1.2,28.45,58.7
1,15,6,14,1.2,27.83,58.2
1,15,6,15,1.2,27.24,57.8
1,15,6,16,1.2,27.08,57.4
1,15,6,17,1.3,26.57,57.2
1,15,6,18,1.3,25.66,57.0
1,15,6,19,1.7,24.05,56.9
1,15,6,20,1.8,22.29,56.9
1,15,6,21,1.5,21.65,57.0
1,15,6,22,1.1,21.2,57.2
1,15,6,23,0.8,20.48,57.5
1,15,6,24,0.7,19.61,57.8
1,16,0,1,0.6,18.63,58.2
1,16,0,2,0.6,17.87,58.6
1,16,0,3,0.6,17.36,59.1
1,16,0,4,0.7,16.92,59.6
1,16,0,5,0.7,16.2,60.2
1,16,0,6,0.9,17.1,60.8
1,16,0,7,1.1,18.84,61.4
1,16,0,8,1.3,21.46,62.0
1,16,0,9,1.5,24.67,62.6
1,16,0,10,1.3,26.55,67.8
1,16,0,11,1.3,28.53,72.9
1,16,0,12,1.2,28.96,77.9
1,16,0,13,1.1,27.97,82.6
1,16,0,14,1.1,23.87,87.1
1,16,0,15,1.1,20.94,91.1
1,16,0,16,1.0,19.53,94.6
1,16,0,17,1.2,18.28,97.6
1,16,0,18,1.4,17.01,100.0
1,16,0,19,1.5,15.02,100.0
1,16,0,20,1.5,15.32,100.0
1,16,0,21,1.3,15.54,100.0
1,16,0,22,0.9,15.76,100.0
1,16,0,23,0.6,15.52,100.0
1,16,0,24,0.8,15.27,100.0
1,17,1,1,0.6,15.05,99.5
1,17,1,2,0.6,14.38,97.5
1,17,1,3,0.6,14.01,95.2
1,17,1,4,0.6,13.51,92.6
1,17,1,5,0.7,13.26,89.8
1,17,1,6,1.1,14.07,86.8
1,17,1,7,1.4,15.87,83.6
1,17,1,8,1.5,18.33,80.4
1,17,1,9,1.6,21.43,77.1
1,17,1,10,1.4,23.81,74.0
1,17,1,11,1.3,24.84,70.9
1,17,1,12,1.6,25.26,68.0
1,17,1,13,2.0,25.75,65.3
1,17,1,14,1.9,26.05,62.9
1,17,1,15,1.4,24.99,60.8
1,17,1,16,1.5,25.16,59.2
1,17,1,17,1.4,25.55,58.0
1,17,1,18,1.4,24.36,57.4
1,17,1,19,1.7,22.89,57.4
1,17,1,20,1.8,22.11,58.0
1,17,1,21,1.6,20.94,59.1
1,17,1,22,1.2,20.3,60.8
1,17,1,23,0.9,19.67,62.9
1,17,1,24,0.7,18.25,65.4
1,18,2,1,0.6,17.3,68.3
1,18,2,2,0.6,16.61,71.5
1,18,2,3,0.6,15.85,75.0
1,18,2,4,0.6,16.02,78.8
1,18,2,5,0.7,15.82,82.8
1,18,2,6,0.9,16.76,87.0
1,18,2,7,1.3,17.43,91.2
1,18,2,8,1.6,15.52,95.6
1,18,2,9,1.6,16.24,100.0
1,18,2,10,1.3,15.86,97.0
1,18,2,11,1.3,14.43,94.0
1,18,2,12,1.1,14.26,91.0
1,18,2,13,1.1,15.5,88.2
1,18,2,14,1.1,17.33,85.5
1,18,2,15,1.1,19.46,82.9
1,18,2,16,1.1,20.12,80.6
1,18,2,17,1.1,20.59,78.5
1,18,2,18,1.1,19.2,76.7
1,18,2,19,1.5,17.53,75.2
1,18,2,20,1.6,16.26,73.9
1,18,2,21,1.4,15.26,73.0
1,18,2,22,1.1,14.61,72.2
1,18,2,23,0.8,14.07,71.7
1,18,2,24,0.6,13.31,71.4
1,19,3,1,0.6,13.01,71.3
1,19,3,2,0.6,12.8,71.3
1,19,3,3,0.6,12.53,71.5
1,19,3,4,0.6,12.11,71.8
1,19,3,5,0.7,11.93,72.2
1,19,3,6,1.0,12.86,72.7
1,19,3,7,1.4,14.77,73.2
1,19,3,8,1.4,17.46,73.8
1,19,3,9,1.2,20.41,74.4
1,19,3,10,1.3,22.61,72.5
1,19,3,11,1.3,24.01,70.6
1,19,3,12,1.1,24.41,68.7
1,19,3,13,1.2,25.18,67.0
1,19,3,14,1.2,25.15,65.4
1,19,3,15,1.2,25.25,64.0
1,19,3,16,1.1,25.07,62.7
1,19,3,17,1.5,24.47,61.7
1,19,3,18,1.4,22.87,60.9
1,19,3,19,1.7,21.72,60.4
1,19,3,20,1.8,21.17,60.2
1,19,3,21,1.5,20.38,60.2
1,19,3,22,1.2,19.3,60.5
1,19,3,23,0.9,18.3,61.0
1,19,3,24,0.7,17.4,61.6
1,20,4,1,0.6,16.6,62.5
1,20,4,2,0.6,16.5,63.5
1,20,4,3,0.6,16.16,64.6
1,20,4,4,0.6,15.74,65.9
1,20,4,5,0.7,15.44,67.2
1,20,4,6,1.0,16.24,68.7
1,20,4,7,1.4,17.96,70.1
1,20,4,8,1.4,20.21,71.7
1,20,4,9,1.4,23.29,73.2
1,20,4,10,1.2,24.81,73.3
1,20,4,11,1.2,25.28,73.4
1,20,4,12,1.2,25.31,73.5
1,20,4,13,1.2,25.69,73.6
1,20,4,14,1.2,25.26,73.7
1,20,4,15,1.2,24.62,73.7
1,20,4,16,1.4,25.31,73.8
1,20,4,17,1.5,24.38,73.9
1,20,4,18,1.5,23.16,73.9
1,20,4,19,1.8,22.73,73.9
1,20,4,20,1.8,21.96,73.9
1,20,4,21,1.6,20.51,74.0
1,20,4,22,1.2,19.93,73.9
1,20,4,23,0.8,18.79,73.9
1,20,4,24,0.6,18.29,73.9
1,21,5,1,0.6,17.75,73.9
1,21,5,2,0.6,17.25,73.8
1,21,5,3,0.6,16.93,73.8
1,21,5,4,0.6,16.48,73.7
1,21,5,5,0.7,16.32,73.7
1,21,5,6,1.0,16.89,73.6
1,21,5,7,1.3,18.45,73.5
1,21,5,8,1.5,20.35,73.5
1,21,5,9,1.4,22.75,73.4
1,21,5,10,1.2,24.86,76.3
1,21,5,11,1.3,25.85,79.1
1,21,5,12,1.1,26.59,81.9
1,21,5,13,1.1,27.3,84.5
1,21,5,14,1.1,26.49,86.9
1,21,5,15,1.1,25.51,89.1
1,21,5,16,1.2,22.83,91.0
1,21,5,17,1.4,19.04,92.7
1,21,5,18,1.4,18.29,93.9
1,21,5,19,1.6,17.31,94.7
1,21,5,20,1.5,16.04,95.2
1,21,5,21,1.3,15.29,95.3
1,21,5,22,1.0,15.03,95.1
1,21,5,23,0.7,15.18,94.6
1,21,5,24,0.6,14.97,93.8
1,22,6,1,0.7,14.3,92.7
1,22,6,2,0.6,13.93,91.5
1,22,6,3,0.6,13.45,90.0
1,22,6,4,0.6,13.25,88.4
1,22,6,5,0.7,13.11,86.6
1,22,6,6,1.0,13.72,84.8
1,22,6,7,1.3,15.32,82.8
1,22,6,8,1.4,17.91,80.8
1,22,6,9,1.3,20.49,78.8
1,22,6,10,1.3,22.97,76.9
1,22,6,11,1.3,25.29,75.1
1,22,6,12,1.1,26.68,73.3
1,22,6,13,1.2,26.9,71.6
1,22,6,14,1.4,27.04,70.0
1,22,6,15,1.3,26.91,68.6
1,22,6,16,1.3,26.33,67.4
1,22,6,17,1.3,25.29,66.4
1,22,6,18,1.3,24.41,65.6
1,22,6,19,1.7,23.33,65.1
1,22,6,20,1.8,22.42,64.9
1,22,6,21,1.6,21.24,64.9
1,22,6,22,1.2,20.12,65.1
1,22,6,23,0.8,19.55,65.6
1,22,6,24,0.6,19.01,66.2
1,23,0,1,0.6,18.62,67.0
1,23,0,2,0.6,18.76,67.9
1,23,0,3,0.6,18.05,69.0
1,23,0,4,0.6,17.44,70.2
1,23,0,5,0.6,17.01,71.4
1,23,0,6,0.9,17.87,72.8
1,23,0,7,1.2,19.51,74.2
1,23,0,8,1.3,21.63,75.6
1,23,0,9,1.3,24.19,77.1
1,23,0,10,1.4,25.81,76.5
1,23,0,11,1.2,26.46,75.9
1,23,0,12,1.2,26.71,75.3
1,23,0,13,1.1,25.93,74.7
1,23,0,14,1.1,25.46,74.2
1,23,0,15,1.1,26.16,73.7
1,23,0,16,1.1,22.78,73.3
1,23,0,17,1.1,22.26,73.0
1,23,0,18,1.3,21.43,72.8
1,23,0,19,1.6,19.92,72.7
1,23,0,20,1.6,18.67,72.7
1,23,0,21,1.3,17.84,72.7
1,23,0,22,1.0,17.93,72.9
1,23,0,23,0.8,17.84,73.1
1,23,0,24,0.7,17.68,73.4
1,24,1,1,0.6,17.28,73.7
1,24,1,2,0.6,16.97,74.1
1,24,1,3,0.6,16.67,74.6
1,24,1,4,0.6,16.52,75.1
1,24,1,5,0.6,16.45,75.6
1,24,1,6,1.0,16.82,76.1
1,24,1,7,1.3,18.09,76.7
1,24,1,8,1.7,20.16,77.3
1,24,1,9,1.5,22.57,77.9
1,24,1,10,1.3,24.44,75.7
1,24,1,11,1.3,26.17,73.5
1,24,1,12,1.2,26.92,71.5
1,24,1,13,1.2,27.46,69.5
1,24,1,14,1.3,28.02,67.7
1,24,1,15,1.5,27.82,66.0
1,24,1,16,1.6,26.72,64.6
1,24,1,17,1.5,25.72,63.5
1,24,1,18,1.4,24.97,62.6
1,24,1,19,1.6,24.12,62.1
1,24,1,20,1.8,23.35,61.9
1,24,1,21,1.5,22.3,62.0
1,24,1,22,1.2,21.49,62.3
1,24,1,23,0.8,20.84,62.9
1,24,1,24,0.7,20.05,63.7
1,25,2,1,0.6,19.83,64.8
1,25,2,2,0.6,19.48,66.0
1,25,2,3,0.6,18.88,67.3
1,25,2,4,0.6,18.69,68.8
1,25,2,5,0.6,18.55,70.5
1,25,2,6,1.0,19.07,72.2
1,25,2,7,1.3,20.15,73.9
1,25,2,8,1.4,21.83,75.8
1,25,2,9,1.3,24.0,77.6
1,25,2,10,1.3,25.2,80.0
1,25,2,11,1.3,26.62,82.4
1,25,2,12,1.3,27.14,84.8
1,25,2,13,1.2,27.8,87.0
1,25,2,14,1.3,27.64,89.2
1,25,2,15,1.3,27.57,91.2
1,25,2,16,1.4,25.07,93.1
1,25,2,17,1.5,24.05,94.7
1,25,2,18,1.6,23.55,96.2
1,25,2,19,1.8,23.02,97.4
1,25,2,20,1.7,22.6,98.4
1,25,2,21,1.4,22.11,99.2
1,25,2,22,1.1,21.7,99.8
1,25,2,23,0.8,21.2,100.0
1,25,2,24,0.7,20.82,100.0
1,26,3,1,0.6,20.83,100.0
1,26,3,2,0.6,20.64,100.0
1,26,3,3,0.6,19.73,100.0
1,26,3,4,0.6,18.87,100.0
1,26,3,5,0.7,18.2,99.7
1,26,3,6,0.9,17.12,99.3
1,26,3,7,1.2,16.82,98.9
1,26,3,8,1.4,17.36,98.4
1,26,3,9,1.4,17.62,97.9
1,26,3,10,1.3,18.54,93.7
1,26,3,11,1.3,19.82,89.5
1,26,3,12,1.2,22.03,85.5
1,26,3,13,1.1,23.35,81.7
1,26,3,14,1.2,24.01,78.2
1,26,3,15,1.2,23.59,75.0
1,26,3,16,1.2,23.64,72.2
1,26,3,17,1.2,22.8,69.9
1,26,3,18,1.2,21.41,68.2
1,26,3,19,1.5,20.37,67.1
1,26,3,20,1.7,19.61,66.6
1,26,3,21,1.4,19.0,66.6
1,26,3,22,1.1,18.86,67.1
1,26,3,23,0.8,18.64,68.1
1,26,3,24,0.7,18.34,69.5
1,27,4,1,0.6,18.02,71.2
1,27,4,2,0.6,17.78,73.3
1,27,4,3,0.6,17.55,75.7
1,27,4,4,0.6,17.46,78.4
1,27,4,5,0.6,17.54,81.2
1,27,4,6,0.9,17.8,84.2
1,27,4,7,1.2,17.83,87.4
1,27,4,8,1.4,17.76,90.6
1,27,4,9,1.4,19.39,93.9
1,27,4,10,1.3,21.69,89.5
1,27,4,11,1.2,23.47,85.2
1,27,4,12,1.2,24.56,81.0
1,27,4,13,1.2,24.89,77.0
1,27,4,14,1.2,26.16,73.3
1,27,4,15,1.2,25.99,69.9
1,27,4,16,1.1,26.04,66.8
1,27,4,17,1.2,25.54,64.2
1,27,4,18,1.2,24.05,62.1
1,27,4,19,1.4,22.98,60.5
1,27,4,20,1.6,21.89,59.5
1,27,4,21,1.4,20.87,59.0
1,27,4,22,1.1,20.0,58.9
1,27,4,23,0.8,19.23,59.3
1,27,4,24,0.7,18.57,60.0
1,28,5,1,0.6,18.29,61.0
1,28,5,2,0.6,17.93,62.4
1,28,5,3,0.6,17.61,64.0
1,28,5,4,0.6,17.14,65.9
1,28,5,5,0.6,16.86,67.9
1,28,5,6,0.9,18.03,70.1
1,28,5,7,1.1,19.22,72.4
1,28,5,8,1.4,20.86,74.8
1,28,5,9,1.4,22.99,77.2
1,28,5,10,1.3,24.77,78.6
1,28,5,11,1.3,25.57,80.0
1,28,5,12,1.3,26.09,81.3
1,28,5,13,1.2,25.89,82.6
1,28,5,14,1.3,25.5,83.8
1,28,5,15,1.5,20.2,84.9
1,28,5,16,1.3,22.31,86.0
1,28,5,17,1.2,23.61,86.9
1,28,5,18,1.3,23.22,87.6
1,28,5,19,1.7,22.41,88.2
1,28,5,20,1.7,21.7,88.6
1,28,5,21,1.6,21.08,88.9
1,28,5,22,1.2,20.56,89.1
1,28,5,23,0.8,19.89,89.1
1,28,5,24,0.7,19.76,89.1
1,29,6,1,0.6,19.86,88.9
1,29,6,2,0.6,19.68,88.7
1,29,6,3,0.6,19.5,88.3
1,29,6,4,0.6,19.66,87.9
1,29,6,5,0.6,19.71,87.5
1,29,6,6,0.9,19.9,87.0
1,29,6,7,1.1,19.77,86.5
1,29,6,8,1.3,20.81,86.0
1,29,6,9,1.3,22.6,85.4
1,29,6,10,1.3,24.08,83.9
1,29,6,11,1.3,25.86,82.4
1,29,6,12,1.2,26.79,80.9
1,29,6,13,1.2,26.67,79.5
1,29,6,14,1.2,24.36,78.2
1,29,6,15,1.2,24.01,77.0
1,29,6,16,1.1,24.91,75.9
1,29,6,17,1.2,25.42,75.0
1,29,6,18,1.2,24.35,74.3
1,29,6,19,1.4,23.07,73.8
1,29,6,20,1.6,22.29,73.4
1,29,6,21,1.4,21.37,73.3
1,29,6,22,1.2,20.95,73.2
1,29,6,23,0.9,20.68,73.4
1,29,6,24,0.7,20.0,73.6
1,30,0,1,0.6,19.53,74.0
1,30,0,2,0.6,19.06,74.5
